2017-02-27,ZH893754,0
2017-02-27,ZH814295,0
2017-02-27,ZH949613,0
2017-02-28,ZH893754,0
2017-02-28,ZH814295,1
2017-02-28,ZH949613,0
2017-03-01,ZH893754,1
2017-03-01,ZH814295,0
2017-03-01,ZH949613,0
2017-03-02,ZH893754,0
2017-03-02,ZH814295,1
2017-03-02,ZH949613,0
