PortCode,IR
ZH357379,-0.41612968031112146
ZH906134,-0.4158415789396043
ZH834015,-0.4149904532169953
ZH931815,-0.4148469962149153
ZH936895,-0.41410124877358867
ZH588166,-0.41338157497394606
ZH904418,-0.4132879212900234
ZH557641,-0.41322775561666697
ZH815692,-0.4125008527885197
ZH591183,-0.41217591577539947
ZH644876,-0.4116725603823923
ZH087608,-0.4112755510786132
ZH313621,-0.4102241294025647
ZH146430,-0.4094436688481235
ZH015323,-0.4094051004996563
ZH377848,-0.4093554738871677
ZH254829,-0.409179277702088
ZH779925,-0.4086498495331967
ZH838939,-0.40859214883927153
ZH348008,-0.40811670337063605
ZH867318,-0.40791612505387687
ZH214003,-0.40772580047077694
ZH879960,-0.4075951172640248
ZH463599,-0.4068666108754368
ZH315673,-0.40673753916843547
ZH925941,-0.40588285117576217
ZH854698,-0.4025474630809626
ZH726303,-0.40183583705475256
ZH156309,-0.4014683132718986
ZH790759,-0.4010838035538498
ZH835178,-0.39936935735306517
ZH469163,-0.3992819515810391
ZH631625,-0.39874190929473363
ZH364453,-0.3983215164747736
ZH730700,-0.39816058485450195
ZH582534,-0.3977614589768695
ZH716586,-0.3976961500537164
ZH934525,-0.39549595007227817
ZH204584,-0.39545953421657537
ZH932321,-0.3952549012902742
ZH927604,-0.39502765792565164
ZH427870,-0.3943073961984855
ZH879323,-0.39392946457914957
ZH959602,-0.393553072231397
ZH199047,-0.39345963003759854
ZH922650,-0.39227554434318435
ZH474343,-0.39215470585953693
ZH724725,-0.3916459787182913
ZH667654,-0.39059642610992623
ZH625521,-0.3903540786227972
ZH880600,-0.390310708016204
ZH904735,-0.39017068718254516
ZH595522,-0.3899097595149148
ZH950504,-0.38931325960224505
ZH611998,-0.388743892110768
ZH680300,-0.387551296315072
ZH903389,-0.38731058207297936
ZH788472,-0.3861564117123722
ZH704079,-0.38605326596774503
ZH814993,-0.38588060341189806
ZH760731,-0.38566151590563474
ZH941845,-0.3854228885849709
ZH325118,-0.3853208496324822
ZH215926,-0.3831202802666265
ZH703530,-0.38308446426415854
ZH819104,-0.3829436478166913
ZH692074,-0.3825687691458675
ZH459618,-0.38249130864443176
ZH811458,-0.3824494937894598
ZH907132,-0.38234184291217654
ZH679521,-0.3821862596293545
ZH098975,-0.38131605484885783
ZH710275,-0.3810570896831148
ZH708760,-0.380979033294986
ZH936504,-0.38040018182222357
ZH797296,-0.37909103164469554
ZH828744,-0.3788286490987243
ZH068714,-0.37807987874717314
ZH887502,-0.37774082294004596
ZH782547,-0.3772654121074333
ZH525896,-0.37646233033430887
ZH813297,-0.3756810202996651
ZH268775,-0.374996760302183
ZH953828,-0.3749818406284575
ZH959737,-0.3748248297772369
ZH493173,-0.37430952684682633
ZH741931,-0.37301456248159187
ZH872688,-0.3726294660278997
ZH377224,-0.3721104064878882
ZH954441,-0.3711611331745959
ZH943275,-0.3708558435929815
ZH832155,-0.3701622796414016
ZH799137,-0.37006339343503136
ZH925816,-0.37000986237627376
ZH082895,-0.36963668326197163
ZH833892,-0.36952831434895783
ZH943811,-0.36882903728005145
ZH869710,-0.3687428936714319
ZH818591,-0.368526405178483
ZH319238,-0.36834452490007374
ZH606375,-0.3682494197333422
ZH922954,-0.3680999706250074
ZH405134,-0.3677843583899889
ZH796226,-0.3676635765961257
ZH486608,-0.36686969725938307
ZH206027,-0.3664434819706954
ZH624904,-0.36524273393575585
ZH954976,-0.3648960060623605
ZH743486,-0.3648502110207358
ZH876419,-0.36445232216700507
ZH001443,-0.3644260791187551
ZH571237,-0.3641385684465785
ZH769725,-0.364062041429947
ZH916245,-0.36369314818142523
ZH682073,-0.3636135663167077
ZH273001,-0.3634520763915207
ZH010134,-0.36314819900501655
ZH110518,-0.3631209769112669
ZH206320,-0.3613496632463758
ZH354899,-0.36073857594122294
ZH821633,-0.3606959226121812
ZH918666,-0.36001896059316096
ZH677086,-0.35958818448645763
ZH883787,-0.3591495915317182
ZH754262,-0.35910095221980415
ZH662811,-0.3585880767089257
ZH934602,-0.35834217250007017
ZH939032,-0.35768287888074407
ZH235453,-0.3574572825083711
ZH924147,-0.3568000195006598
ZH787919,-0.35671026601243494
ZH880629,-0.35661701849137983
ZH262768,-0.3555749265800205
ZH760586,-0.35480551500735336
ZH798142,-0.35480510867909737
ZH933524,-0.3544380289698994
ZH783987,-0.3540300878298946
ZH975588,-0.3538148131605299
ZH868571,-0.3537554001474989
ZH677386,-0.35355698642033534
ZH400539,-0.35307961233746427
ZH296413,-0.3525199792003493
ZH182302,-0.3515802610968101
ZH410212,-0.3508050193076924
ZH710172,-0.3500466510357732
ZH126762,-0.3499861797844949
ZH958486,-0.34980327694827235
ZH252105,-0.34793666543100454
ZH936748,-0.3472873275776762
ZH555334,-0.3471207944281733
ZH829614,-0.34672367118265107
ZH875297,-0.3466614954591178
ZH935997,-0.34605441055742625
ZH969085,-0.3457860291387305
ZH211118,-0.34566123642490854
ZH967292,-0.3456135353898626
ZH739707,-0.3456007414881727
ZH284234,-0.3455891489659891
ZH592231,-0.34476511873329785
ZH930127,-0.34456215401498624
ZH883691,-0.3441767548718574
ZH948809,-0.3427393024208823
ZH643684,-0.3427187954748156
ZH276499,-0.3407039440726315
ZH843297,-0.34062242066082143
ZH947585,-0.3401009488172209
ZH864952,-0.33998350162524554
ZH852988,-0.3398953291351096
ZH403139,-0.33965449902042333
ZH935465,-0.33935622277402266
ZH303288,-0.3390240248383029
ZH121047,-0.33899763632700614
ZH742363,-0.338944465152291
ZH524156,-0.3388321470795262
ZH938192,-0.3382192566930184
ZH504608,-0.33752790218210177
ZH478673,-0.3373140225734162
ZH345542,-0.33684526140500565
ZH217269,-0.33667718938442537
ZH903152,-0.3359481290212656
ZH419193,-0.3353198659588488
ZH833235,-0.3340018452636418
ZH404913,-0.3338624159799876
ZH960693,-0.3334242760837636
ZH964363,-0.33327187644145323
ZH735100,-0.3331356580498184
ZH884138,-0.332426268793938
ZH331281,-0.3323120223044527
ZH966178,-0.33180843790621084
ZH891870,-0.3316996742709014
ZH591244,-0.331364887641845
ZH158792,-0.3313263812529615
ZH148912,-0.33079375434138203
ZH943130,-0.3307010186811324
ZH828968,-0.3301719341354595
ZH758811,-0.32989085227652415
ZH782183,-0.32968704948793465
ZH910777,-0.32786971377363405
ZH846909,-0.32782492372788424
ZH592897,-0.32699033959524093
ZH068971,-0.32694044929590527
ZH677165,-0.32689409661011387
ZH486811,-0.32628522918429614
ZH117626,-0.3257563511337692
ZH430115,-0.3254926417062224
ZH685817,-0.3254368823446202
ZH703150,-0.3252929087647779
ZH809641,-0.3250863276885533
ZH691010,-0.32468004470366996
ZH891985,-0.3245106931669886
ZH954933,-0.3235839025228942
ZH875513,-0.3235184537025877
ZH878249,-0.3233768550284364
ZH904486,-0.3232244058254122
ZH343697,-0.3228397021170055
ZH136332,-0.3227374390760626
ZH924241,-0.3222009767215494
ZH752711,-0.3221669811489594
ZH796761,-0.32216014765550605
ZH120810,-0.32107366156490597
ZH329113,-0.320639138968991
ZH256859,-0.32054331510144024
ZH149192,-0.32007575566794527
ZH931202,-0.31981969501229024
ZH221181,-0.3190374373127193
ZH924337,-0.31804215938055447
ZH030762,-0.31727732652020213
ZH851907,-0.31726370354926836
ZH897285,-0.31720635821079946
ZH153141,-0.31720401735136045
ZH218321,-0.31691163131971567
ZH711078,-0.3168653497445708
ZH944649,-0.31643777666938866
ZH942421,-0.3163151705341603
ZH946598,-0.3162927420132536
ZH942391,-0.3162517352538222
ZH944150,-0.316218005474285
ZH941895,-0.3161501027954829
ZH236568,-0.31596156891008687
ZH944264,-0.3157721779776206
ZH885526,-0.3154950047159593
ZH521529,-0.3154920193118875
ZH137355,-0.3149856439988154
ZH025269,-0.3149236469217365
ZH228353,-0.31478991517195193
ZH179643,-0.3147392930919767
ZH675883,-0.3145686933667171
ZH393525,-0.31352071479437693
ZH348686,-0.31350331654761043
ZH944826,-0.313321862784592
ZH954060,-0.31229780651436995
ZH286874,-0.31225974836283127
ZH455261,-0.3116954013336373
ZH282625,-0.31163308313247307
ZH312116,-0.3111557883264376
ZH483615,-0.31099698648432406
ZH906872,-0.3109408783554043
ZH894185,-0.31069704700089223
ZH746397,-0.31034022526282634
ZH002153,-0.3101588380823541
ZH737446,-0.30974356621217597
ZH765070,-0.3095584999698997
ZH386240,-0.3093690132400636
ZH971095,-0.3092989106520746
ZH755994,-0.30914806032342335
ZH511882,-0.30860457036669964
ZH400002,-0.30852724489059546
ZH756026,-0.3085203196393367
ZH875499,-0.30810776825341857
ZH922500,-0.30777188385344034
ZH249547,-0.30746947879551906
ZH423309,-0.307357556255133
ZH950926,-0.3073115969948299
ZH471963,-0.30691072540364234
ZH664231,-0.306734358580143
ZH709982,-0.30644698874291365
ZH739446,-0.30620936274617533
ZH123049,-0.30585130049799114
ZH957025,-0.3058120944114301
ZH018724,-0.3057327103604569
ZH122694,-0.3051505548289537
ZH937562,-0.3049813822596122
ZH945708,-0.3044715191526663
ZH394280,-0.30299937471251315
ZH064610,-0.30298054584612866
ZH959474,-0.3029714669609272
ZH694913,-0.302505120944982
ZH386503,-0.3023098963964791
ZH931998,-0.30223967375086513
ZH489117,-0.3022135549396946
ZH751420,-0.30184889006690535
ZH932379,-0.30182615788694206
ZH927054,-0.30168506505998877
ZH933477,-0.30165443849021845
ZH928281,-0.3016496615817852
ZH934016,-0.3015567868675078
ZH814734,-0.30109575003298195
ZH925737,-0.30102884486456866
ZH924052,-0.3009377654186786
ZH877076,-0.30007090154965643
ZH897189,-0.2994760356040221
ZH297803,-0.2992660205109134
ZH125881,-0.2990930517328551
ZH094945,-0.2988702032388051
ZH923248,-0.2987704222885132
ZH336169,-0.29870693854124863
ZH435102,-0.29829079521742324
ZH016965,-0.2982092605802679
ZH813321,-0.2979211508389107
ZH945813,-0.29645856348222865
ZH470529,-0.29633182643795775
ZH331206,-0.2959137837924626
ZH103558,-0.2959084703076238
ZH426733,-0.2956621338381258
ZH734355,-0.2956439475402767
ZH171777,-0.2954083946953969
ZH601362,-0.29525076827472835
ZH960027,-0.2951461348386212
ZH673127,-0.2945150979520862
ZH322985,-0.2945018830418043
ZH699794,-0.2944924283319021
ZH773245,-0.2940528176122246
ZH657024,-0.29397982692277047
ZH135459,-0.29382043129650737
ZH715451,-0.2936409235082528
ZH142513,-0.2933897168174317
ZH252643,-0.2932274121821084
ZH206585,-0.29313497026932256
ZH898502,-0.29225683563938865
ZH773680,-0.2922389787606363
ZH909158,-0.29222263020831435
ZH200792,-0.29143349316451317
ZH248760,-0.2913565660880425
ZH636006,-0.2912014812632248
ZH960955,-0.2904230303731451
ZH293248,-0.28953434604151446
ZH934937,-0.2894787330517715
ZH175825,-0.28921208486893274
ZH128590,-0.2888170748165386
ZH482934,-0.2884503974818956
ZH911060,-0.2884465949592218
ZH191121,-0.2879386682110607
ZH192869,-0.2863748428182521
ZH582583,-0.2863200793568132
ZH701848,-0.28627410339200293
ZH954315,-0.2858941074286981
ZH788527,-0.2852705309735962
ZH280308,-0.2850899402592957
ZH685708,-0.28434049505983844
ZH609219,-0.28390389267303057
ZH811352,-0.283900839478638
ZH079304,-0.2837952159233635
ZH069799,-0.2834737666038249
ZH005641,-0.28320078935692716
ZH776365,-0.28174819361776937
ZH987117,-0.28172837455728406
ZH163862,-0.2816086218118636
ZH170057,-0.28160022491272413
ZH757641,-0.2814655552632048
ZH193448,-0.2808750924397455
ZH535846,-0.28061482349272715
ZH303810,-0.28061278045430343
ZH910807,-0.2804890470228628
ZH302759,-0.28028284940609627
ZH246017,-0.2796497811399673
ZH927435,-0.2796118754546875
ZH202476,-0.2792815614293956
ZH073625,-0.27900427364894337
ZH805939,-0.27865608531714503
ZH922420,-0.278367387715769
ZH895959,-0.2783197870007823
ZH409936,-0.27777762621312657
ZH947348,-0.2775885711385252
ZH898561,-0.27730381127584947
ZH295375,-0.2763805646719021
ZH926420,-0.2759716573915543
ZH810153,-0.2757117246093098
ZH892471,-0.2756065460944419
ZH375207,-0.275004490353039
ZH645857,-0.27498852905544063
ZH938857,-0.27396157573589847
ZH424190,-0.27393130130326865
ZH876389,-0.2737210152341066
ZH934566,-0.27323108184327083
ZH098978,-0.27303177799321426
ZH178153,-0.27296023973736
ZH148753,-0.2729188288165937
ZH905924,-0.27245686346600406
ZH712290,-0.27227527810106494
ZH952615,-0.27210755319065716
ZH882486,-0.27210031983616184
ZH936380,-0.27201503900702234
ZH556770,-0.2719156292710436
ZH417949,-0.27157826392032813
ZH423199,-0.27149321793679687
ZH027067,-0.27081910574278495
ZH426481,-0.2705456604048007
ZH683620,-0.2702913478322203
ZH792351,-0.2701771034817877
ZH421264,-0.270174559676865
ZH009350,-0.26941658986761596
ZH362642,-0.2693809128503499
ZH584250,-0.26930026506008575
ZH895289,-0.2692886051522735
ZH620105,-0.2690037837936241
ZH581964,-0.2686250262917943
ZH085575,-0.26857825631842613
ZH690413,-0.26831301166720545
ZH535309,-0.26823037098477526
ZH928043,-0.2681120544129689
ZH426288,-0.2678156911746631
ZH630955,-0.26780369094333323
ZH372950,-0.26747508092080635
ZH680806,-0.26718819744704647
ZH088292,-0.2670241881959329
ZH159857,-0.26637174283509596
ZH192895,-0.2662473064745888
ZH894916,-0.26609206402107183
ZH736056,-0.26583533295008044
ZH761046,-0.2653426473054516
ZH769368,-0.2650519484909115
ZH885460,-0.26478224307480497
ZH070647,-0.2647380350396685
ZH953708,-0.26450971083031183
ZH845014,-0.26409239332621665
ZH263851,-0.26388040762370163
ZH231741,-0.26361118567298986
ZH819884,-0.263478528367658
ZH570204,-0.2632347115359597
ZH352680,-0.2630237631795901
ZH934386,-0.26245550310551136
ZH267469,-0.2615164776571835
ZH691714,-0.2612337733504158
ZH115235,-0.2607901979752568
ZH500969,-0.26077248992951557
ZH892611,-0.2604250793686325
ZH215667,-0.26011163959492456
ZH413383,-0.25998357237682634
ZH294768,-0.2599496143865185
ZH762748,-0.2598398326226903
ZH849706,-0.25869326159137956
ZH887929,-0.25853246679457126
ZH330695,-0.2581722909096857
ZH243685,-0.25810907694866014
ZH456506,-0.257683733568543
ZH261881,-0.25734962464899735
ZH782133,-0.25723798502325196
ZH227596,-0.25692629136433864
ZH183394,-0.25682910502820505
ZH207083,-0.256543463133629
ZH560157,-0.2565232078834839
ZH842444,-0.25632739814026667
ZH221469,-0.25568558231471666
ZH010495,-0.2555198890848898
ZH796848,-0.2554297068571737
ZH736184,-0.25534287127085004
ZH705187,-0.25527894495673786
ZH376222,-0.2550743225296177
ZH289455,-0.2545085509920729
ZH881951,-0.2544948514074825
ZH683787,-0.2543829015323501
ZH086124,-0.2543157695747475
ZH350629,-0.2540042230619446
ZH924005,-0.25400416024619343
ZH644279,-0.2539897092279373
ZH832202,-0.2536054889721945
ZH447907,-0.2530717715375281
ZH124075,-0.25275561250335393
ZH681084,-0.25218435359652147
ZH712304,-0.2521829661532505
ZH495316,-0.25189686961162994
ZH926647,-0.251777524707735
ZH520264,-0.25135949541188346
ZH240050,-0.2513201065943053
ZH169086,-0.25093601583277514
ZH361864,-0.2509295252300276
ZH941816,-0.2508477727615167
ZH819889,-0.25080346313100316
ZH470913,-0.25079003888752355
ZH341135,-0.25056511033462786
ZH165146,-0.2501620567988703
ZH821032,-0.2501116044269618
ZH243462,-0.24999815551354085
ZH853602,-0.24977202726917144
ZH829786,-0.24953046039931479
ZH830081,-0.24951765329889616
ZH829879,-0.24940740595716615
ZH784540,-0.24897774812113865
ZH760934,-0.24846574296644228
ZH930757,-0.24807766405551687
ZH947703,-0.24791388161520228
ZH276174,-0.24773197592407165
ZH917118,-0.2477087984409443
ZH025531,-0.24767896120204252
ZH342603,-0.24688772681621007
ZH338324,-0.2467954063360775
ZH302507,-0.24679210571046623
ZH935744,-0.24676524064089994
ZH280800,-0.24644286484517233
ZH012904,-0.2460419182052358
ZH824769,-0.245830056331659
ZH952768,-0.24578333960800983
ZH563568,-0.2455479144487832
ZH428912,-0.24554666094376806
ZH438913,-0.2454685679413522
ZH861775,-0.24531536308471003
ZH743807,-0.2452454328559895
ZH921078,-0.24501721388094025
ZH475955,-0.24501489605530485
ZH677868,-0.2448476325035261
ZH804142,-0.24470511246215124
ZH719621,-0.24433233905348015
ZH733424,-0.24376891538340467
ZH777070,-0.24373576722938603
ZH837369,-0.2436806451342634
ZH578742,-0.24319230143997725
ZH939808,-0.2431732533913837
ZH808429,-0.2431152972417977
ZH808665,-0.2428767932941273
ZH815604,-0.24266937366146193
ZH710875,-0.24206337288666818
ZH075754,-0.2415921360389337
ZH614430,-0.24145783846540858
ZH112325,-0.2412477699348318
ZH758468,-0.2408373172524227
ZH701090,-0.24073449400445893
ZH279760,-0.2407213057182199
ZH520006,-0.2406551164627491
ZH028600,-0.24049042424643946
ZH001736,-0.23981108095766393
ZH090285,-0.23980512541568322
ZH950355,-0.23957501590226157
ZH450989,-0.23925754656799036
ZH299855,-0.23925560085497968
ZH782233,-0.23909311990673857
ZH946624,-0.2376760737198126
ZH826038,-0.23765094429815564
ZH776306,-0.23747307968727766
ZH074709,-0.23725261585669902
ZH911616,-0.2371936826056288
ZH664756,-0.23676563332882009
ZH729281,-0.23658112530365735
ZH769958,-0.23641305922921255
ZH873833,-0.23616882856803742
ZH941812,-0.23600281784294302
ZH452284,-0.23573054788233697
ZH591910,-0.2356234130465118
ZH570753,-0.2350123976230588
ZH814605,-0.23484877505365653
ZH852319,-0.23468562917243668
ZH664569,-0.23468244836603536
ZH281651,-0.2344403522548223
