PortCode,IR
ZH757098,-0.23384657624406185
ZH176166,-0.23377966178922863
ZH722858,-0.23297359634110784
ZH932596,-0.2327307472534067
ZH251869,-0.2326754101863057
ZH664034,-0.23227566783119083
ZH417663,-0.23227083318650235
ZH086093,-0.2316888347352887
ZH384433,-0.23144871679464668
ZH879819,-0.23129270622975917
ZH756417,-0.2311575836647385
ZH486116,-0.23062589828895788
ZH755087,-0.23050275453299052
ZH343368,-0.23012387758914304
ZH359186,-0.22992896190578996
ZH928003,-0.22984616038114689
ZH168967,-0.22982451095691445
ZH288389,-0.2294560540266445
ZH774238,-0.22943196210399802
ZH767474,-0.2293653014506446
ZH354489,-0.2293213269481209
ZH733181,-0.22903762131179592
ZH091063,-0.22866759988892052
ZH422296,-0.22853070913280665
ZH847533,-0.22844117174895182
ZH810548,-0.22822681909472972
ZH671996,-0.2278825468705644
ZH201870,-0.22786198219990333
ZH640573,-0.22776507275762936
ZH787895,-0.2273282076136736
ZH157491,-0.22714798768818303
ZH786624,-0.22668300059083102
ZH482868,-0.2261798639919606
ZH278334,-0.22611250015572176
ZH105576,-0.22588935143549851
ZH915361,-0.22526515811477618
ZH957708,-0.22502507212308404
ZH854400,-0.22495380643258422
ZH845380,-0.22489798666498917
ZH200465,-0.22467118843865927
ZH744355,-0.22437635166568098
ZH871779,-0.22384137767093162
ZH731506,-0.22379120754098525
ZH294191,-0.22372271540613145
ZH722700,-0.2237029760013261
ZH739342,-0.2235830441302465
ZH248730,-0.22344498255768297
ZH674867,-0.2233633115998185
ZH775807,-0.2233376995743461
ZH081870,-0.223148386094895
ZH628891,-0.2229639754828386
ZH664589,-0.2223117851921006
ZH825364,-0.2222763773621691
ZH013703,-0.22211453695094993
ZH946886,-0.22205452319342314
ZH573937,-0.2219507666749772
ZH267715,-0.22181099933874654
ZH321177,-0.2214631834616462
ZH529340,-0.2213152481879023
ZH435878,-0.2213081087866607
ZH006730,-0.22108651346412775
ZH138771,-0.22102205183919085
ZH024712,-0.22088513267294105
ZH727723,-0.2205702409937047
ZH714119,-0.22055824385575093
ZH416267,-0.22001690554037373
ZH929397,-0.22000339984160006
ZH382005,-0.21989265456007717
ZH347072,-0.21982691404446678
ZH951190,-0.21975674369638792
ZH596470,-0.21949860509259783
ZH471664,-0.21946732193605442
ZH655376,-0.21934832870628637
ZH608134,-0.21929829837803502
ZH069631,-0.2192708733370317
ZH209084,-0.2189818677018124
ZH784147,-0.21883470464851498
ZH722727,-0.21880690056418106
ZH270931,-0.21860133948158975
ZH701739,-0.21859806593875755
ZH442880,-0.21844816628185726
ZH713094,-0.21839616236734144
ZH704809,-0.218342768520394
ZH869526,-0.21828284096408201
ZH698883,-0.2180569646318229
ZH897273,-0.2180483279305423
ZH444505,-0.21787857814070233
ZH084982,-0.21765273182882836
ZH763999,-0.2176263906708828
ZH123015,-0.21728550173044694
ZH939396,-0.21726257002271449
ZH175879,-0.21705987569309063
ZH372591,-0.2170033412959817
ZH687300,-0.21690666303988382
ZH707981,-0.21683449968587884
ZH140362,-0.2167842667843254
ZH167019,-0.21626168650334085
ZH657059,-0.21616488010404405
ZH969854,-0.21612263215063413
ZH138035,-0.2161176499624746
ZH152755,-0.21611017570015448
ZH374476,-0.21593761525448785
ZH388319,-0.21593243963306155
ZH119565,-0.21566657772922188
ZH283291,-0.21543464751665894
ZH149352,-0.21534659525077032
ZH751492,-0.21504633540191828
ZH335463,-0.2147253545287642
ZH078640,-0.2145736493633171
ZH237041,-0.2142593643170072
ZH010426,-0.2141346968185542
ZH691734,-0.21385953070417638
ZH567766,-0.21372029824365876
ZH944040,-0.21365470842966405
ZH148558,-0.21357259298230477
ZH766586,-0.21357108421155963
ZH948863,-0.2133045613944059
ZH397292,-0.21330332416352193
ZH691981,-0.21318635736719513
ZH247812,-0.2131829926786063
ZH685626,-0.21287500704128695
ZH238909,-0.21270323105717273
ZH633820,-0.21242775847497203
ZH254461,-0.2123873716420106
ZH162953,-0.21212340822044698
ZH651951,-0.2121071565275566
ZH890310,-0.21203058763506571
ZH209375,-0.21193508302687783
ZH963664,-0.21190688516887043
ZH646860,-0.21183392182142746
ZH183841,-0.21183172382500365
ZH370958,-0.21155546419707388
ZH695801,-0.21148269671949646
ZH424365,-0.21105565576471566
ZH798669,-0.2104366027420892
ZH324201,-0.20990873124481385
ZH463189,-0.2093354518312834
ZH963427,-0.20906002560912812
ZH656584,-0.20898317735034824
ZH115699,-0.2089280801354028
ZH646524,-0.20884785758646487
ZH662909,-0.20876894453608463
ZH011602,-0.20873431403816262
ZH642965,-0.20868862731896012
ZH564626,-0.20859734116516218
ZH671859,-0.20858793566413178
ZH664766,-0.2083136231426778
ZH173629,-0.20818569890364175
ZH949557,-0.20792983667568513
ZH237936,-0.20771213440110478
ZH119405,-0.20630701300863782
ZH221737,-0.20589023959787986
ZH150747,-0.20575800453186638
ZH295596,-0.20565483307260277
ZH765439,-0.2056390988937554
ZH910722,-0.20552123372560066
ZH472467,-0.20551754662764585
ZH828598,-0.20549771078122556
ZH766590,-0.2054386457029519
ZH951077,-0.20525700435950886
ZH534670,-0.20507066876683963
ZH394646,-0.20494258327643763
ZH648518,-0.20473640954194827
ZH435613,-0.20444943133978252
ZH874979,-0.20438075571345737
ZH202916,-0.20434512428568372
ZH574349,-0.204114524692226
ZH482933,-0.20407635024471307
ZH728976,-0.20403394948842835
ZH610250,-0.20382866334762956
ZH652850,-0.20371143918089654
ZH329834,-0.20343938505111334
ZH329964,-0.20342554064266444
ZH799094,-0.20335789499582974
ZH705708,-0.20330340525059803
ZH901719,-0.20326645469499477
ZH003601,-0.20241343651953853
ZH009199,-0.20238109013803784
ZH347620,-0.20214249585595317
ZH865646,-0.20197634064239328
ZH075216,-0.20185837568916853
ZH342676,-0.20143611735428493
ZH226641,-0.20128632912622108
ZH209290,-0.20104626385044688
ZH297071,-0.20103026992201836
ZH239385,-0.20069759249331431
ZH535458,-0.20044335658701617
ZH183363,-0.20038430955920258
ZH022818,-0.20021421290218006
ZH953188,-0.20010189083688365
ZH414872,-0.19983039506397798
ZH956575,-0.19965377461797634
ZH115670,-0.19940266727684863
ZH954945,-0.1990954158861657
ZH480880,-0.19877451339127072
ZH348016,-0.1986228278234213
ZH500444,-0.1985907024787343
ZH679203,-0.19851782585240152
ZH833679,-0.19842644906292337
ZH243443,-0.1983287351861804
ZH223474,-0.19829333635611107
ZH008124,-0.19820520879213005
ZH626213,-0.19789431412966796
ZH752293,-0.19781039620132326
ZH574409,-0.19779495100649247
ZH243690,-0.1976241655810139
ZH613592,-0.1973938109206483
ZH958624,-0.19729996241391082
ZH767860,-0.1968606642303037
ZH404623,-0.19681138569160606
ZH746592,-0.19666683424775527
ZH658838,-0.19662587397174758
ZH114928,-0.19662022417621733
ZH025909,-0.19653855971795783
ZH438013,-0.19617725891214033
ZH851172,-0.19608324129027563
ZH937480,-0.19591126282464363
ZH410980,-0.19580471073350023
ZH928836,-0.1957463752080904
ZH619812,-0.19564381136169237
ZH910871,-0.195621190848356
ZH732067,-0.19523874660504073
ZH100849,-0.1950440246411719
ZH944622,-0.19468094425990437
ZH164823,-0.19460027551811473
ZH606449,-0.194441482708201
ZH292560,-0.19442168427812845
ZH345432,-0.1943741751290802
ZH170849,-0.19432020030689698
ZH537071,-0.19419995374323598
ZH466173,-0.19409752052440718
ZH007486,-0.19396243543950978
ZH572986,-0.1939204718448412
ZH002387,-0.19387203516180934
ZH874630,-0.19348567465587196
ZH844265,-0.1934458318780334
ZH305238,-0.19335542574453682
ZH855517,-0.19306586353225078
ZH274955,-0.19281726805735577
ZH517390,-0.19262886076054853
ZH352495,-0.1924127415601803
ZH318106,-0.19228294046436237
ZH461916,-0.19228232777746418
ZH452349,-0.1922619456500476
ZH897798,-0.19226140357717683
ZH114698,-0.19209381580682583
ZH256458,-0.19188571792410725
ZH170194,-0.19187128864471786
ZH923923,-0.19142851107867195
ZH926599,-0.1914108458684064
ZH887318,-0.19127881694668025
ZH879610,-0.190946056539503
ZH301974,-0.19084032151600747
ZH867537,-0.19077448665755142
ZH065711,-0.19045660991812757
ZH802593,-0.1902005422426507
ZH091892,-0.19011545403109908
ZH204192,-0.19003011167799008
ZH121740,-0.18995842578971636
ZH829809,-0.18983396155491683
ZH603957,-0.1894387908514904
ZH227635,-0.18937219538506106
ZH271669,-0.1893677862283171
ZH270028,-0.18921156602686318
ZH731681,-0.18918274868764137
ZH371578,-0.18905404627350356
ZH287115,-0.18900591907099296
ZH669597,-0.1888640258894275
ZH643350,-0.1887820325724877
ZH301008,-0.1884100583299758
ZH152660,-0.188117526851444
ZH240140,-0.18811531949935664
ZH263744,-0.18790682289403904
ZH369083,-0.18749972242822757
ZH695120,-0.18738191956577135
ZH409507,-0.18718386362895212
ZH411004,-0.18712470311208834
ZH863239,-0.18674704552945048
ZH699863,-0.18670554566571976
ZH486679,-0.1867042810084967
ZH196773,-0.1866832890018423
ZH737888,-0.18578701013148788
ZH068878,-0.1856752841693784
ZH711093,-0.18551463384410213
ZH136958,-0.1853447888909627
ZH905126,-0.18531481474098646
ZH156207,-0.18511307221560572
ZH107758,-0.18501457412055222
ZH564767,-0.18498466955388845
ZH856218,-0.18485548662416082
ZH485113,-0.1848234610890204
ZH234185,-0.18465099125993986
ZH107088,-0.18462712033988365
ZH951958,-0.18447728193635132
ZH218623,-0.1844032030612513
ZH931300,-0.1843999493002967
ZH286033,-0.18433221924212653
ZH464094,-0.18417359883212006
ZH161584,-0.1839362033711527
ZH146695,-0.18387571880828193
ZH136124,-0.18383419417893232
ZH676262,-0.1836942764741885
ZH817816,-0.18366897228801504
ZH946426,-0.18316383113976614
ZH407756,-0.1830172381388036
ZH440064,-0.18301168866163112
ZH148954,-0.18299289171124403
ZH118688,-0.18290869925500522
ZH181208,-0.18284043930554503
ZH384027,-0.18279683511451364
ZH107594,-0.18275844345446288
ZH165773,-0.18271542806143476
ZH432049,-0.18267743195581573
ZH130222,-0.18266430160448408
ZH109631,-0.18262915558657872
ZH145771,-0.18262131128767126
ZH115220,-0.18260994994476323
ZH935473,-0.18260169570441723
ZH168913,-0.18259878839832744
ZH145492,-0.18257794143427258
ZH168643,-0.18257294207478567
ZH144868,-0.18256773170492832
ZH180115,-0.18256396157430857
ZH956667,-0.1825462417006669
ZH118817,-0.18253922595294597
ZH118097,-0.18252432189630527
ZH154348,-0.18245935283244644
ZH120302,-0.18237761031391642
ZH171421,-0.18237471036562322
ZH329708,-0.18234330444724464
ZH116943,-0.18233812906353536
ZH142909,-0.18233341781929263
ZH329233,-0.18231945334718314
ZH025677,-0.18228781109239114
ZH148870,-0.18224778245039386
ZH129223,-0.18214747660518282
ZH712591,-0.18214339054730355
ZH456550,-0.18193725800383032
ZH217306,-0.18192085495832336
ZH112767,-0.18189354792781748
ZH654494,-0.18179096800423664
ZH117691,-0.1817169891110847
ZH118135,-0.18156099322309602
ZH377663,-0.18135114212318718
ZH249094,-0.18122759748162998
ZH772878,-0.18060115417655934
ZH595509,-0.18045753096710945
ZH817475,-0.18035397507243867
ZH319778,-0.17936671682919744
ZH145873,-0.1793295770060399
ZH705747,-0.1790998209410501
ZH799994,-0.17884374230293693
ZH717997,-0.17861307129553433
ZH483722,-0.17846749815934068
ZH522883,-0.1782541595943156
ZH630141,-0.1781357055217336
ZH741638,-0.17794079323093817
ZH793643,-0.17787653569130202
ZH629438,-0.1776950478626065
ZH923764,-0.17742872352138755
ZH570217,-0.17709215357798483
ZH351536,-0.17688786323273314
ZH723067,-0.17616274081358643
ZH694351,-0.1760159421465914
ZH490366,-0.1759372822599002
ZH473609,-0.17576715601347412
ZH415909,-0.17572275627048914
ZH531980,-0.17567524422978878
ZH794031,-0.17547572376479584
ZH028451,-0.1754696105922935
ZH885652,-0.17520871386937562
ZH605917,-0.17513898626730987
ZH652587,-0.17500022757556705
ZH949422,-0.17448663702071052
ZH328981,-0.17447541992032806
ZH504371,-0.17444687361728883
ZH510271,-0.17423853127744265
ZH776173,-0.1741320035879911
ZH728679,-0.17387900635572223
ZH858077,-0.17342355989372027
ZH026743,-0.17298864854252063
ZH557878,-0.17296659547441717
ZH006729,-0.17287725834248802
ZH194038,-0.17285447811931187
ZH632508,-0.17277354424363758
ZH160285,-0.17259350924744488
ZH130134,-0.17250972614044346
ZH027825,-0.17226850264074997
ZH247312,-0.171831180510053
ZH062665,-0.17166291325063937
ZH142887,-0.17123455598160794
ZH739147,-0.17098996228695293
ZH372252,-0.17093520363435252
ZH409209,-0.17084059378994393
ZH021753,-0.17058859065140222
ZH020319,-0.17053311629565282
ZH832254,-0.17045263062395918
ZH195054,-0.17034737844622824
ZH826324,-0.16995757152867447
ZH739309,-0.16992754051762152
ZH888451,-0.1698368410949879
ZH750620,-0.16947306309164428
ZH539020,-0.16929906089837957
ZH315377,-0.16903555804418
ZH895386,-0.1689074062867994
ZH818078,-0.16855664687545271
ZH710541,-0.1679083462268172
ZH1001920,-0.16780474920049127
ZH113718,-0.16771379916290727
ZH663130,-0.16761066500766425
ZH487000,-0.16754354770522714
ZH022921,-0.16747421712430424
ZH758466,-0.16733970971840562
ZH811191,-0.16732344637574517
ZH924567,-0.16723984839707798
ZH695024,-0.16718726531159522
ZH003161,-0.16700689318930545
ZH372259,-0.1669034316625359
ZH953116,-0.16686899008870965
ZH379240,-0.16671582352697473
ZH419724,-0.16647479955631614
ZH182386,-0.1664354902351172
ZH305606,-0.16622282761294513
ZH225267,-0.16593878000026527
ZH013742,-0.16586651681370063
ZH674424,-0.1655387344411342
ZH724778,-0.16546031161196478
ZH052809,-0.16542770104492371
ZH685265,-0.16530147090168323
ZH402416,-0.16527274686010546
ZH906583,-0.16509909158207864
ZH677652,-0.16502468242541501
ZH690492,-0.1647111418165787
ZH742173,-0.16465098387003022
ZH088294,-0.16456765773537746
ZH611787,-0.16381959769885387
ZH230867,-0.16370331565394106
ZH414264,-0.16356852417532974
ZH709197,-0.16339297285521234
ZH828597,-0.16331397335245632
ZH147247,-0.16290330831051736
ZH130962,-0.1620724426886825
ZH047047,-0.16186709877819136
ZH297617,-0.16119573950581248
ZH447542,-0.1611666207635012
ZH790783,-0.16110728972751034
ZH082074,-0.16020520100220614
ZH732936,-0.1599055189701407
ZH048131,-0.15968372138412876
ZH686273,-0.15880104230609374
ZH192292,-0.15815312424289382
ZH879931,-0.15769542076366974
ZH583434,-0.15764282396122997
ZH797627,-0.15761468102133294
ZH597333,-0.15756152785748323
ZH926319,-0.15746741120628846
ZH940011,-0.15677807312974779
ZH597216,-0.1564478160940017
ZH317388,-0.1563192502478254
ZH329170,-0.1562960593738001
ZH806072,-0.1556374248603137
ZH400583,-0.15517085820765317
ZH786591,-0.15515126661303974
ZH128445,-0.1550877015877926
ZH260757,-0.15500748887325214
ZH194936,-0.1549538818706142
ZH878822,-0.15458441677090026
ZH221597,-0.15445513263427071
ZH090981,-0.15443803626073635
ZH868985,-0.15435704713150677
ZH026948,-0.1541373770971734
ZH938458,-0.15339212391026516
ZH914162,-0.1527759035151148
ZH101416,-0.15273835610373654
ZH925039,-0.15270239447154027
ZH273718,-0.15255597455444633
ZH245849,-0.1520487582128528
ZH866227,-0.15201457885383438
ZH692527,-0.1520090333430085
ZH014022,-0.1519290786710829
ZH240008,-0.1514508169110139
ZH411790,-0.15144097644889737
ZH928417,-0.15134165699361346
ZH750096,-0.1511805859566799
ZH866620,-0.15104846501777533
ZH935176,-0.15084991636659364
ZH080225,-0.15074070670965473
ZH007301,-0.1507268005029515
ZH460139,-0.1506646812176607
ZH666028,-0.15048634707885125
ZH524515,-0.15044876437604612
ZH853017,-0.1502998921725685
ZH004291,-0.1502707258983564
ZH864789,-0.15010492570387957
ZH283173,-0.14971213238673656
ZH290849,-0.1491074142301234
ZH672899,-0.14905664654633433
ZH357969,-0.1488630317542972
ZH684578,-0.1487212536065318
ZH624737,-0.14870635123369966
ZH080816,-0.1485420010684072
ZH570374,-0.1485141107382171
ZH931290,-0.14832072450438843
ZH086332,-0.1479546211580848
ZH775493,-0.14778046670270376
ZH812956,-0.14777283269642882
ZH833566,-0.1477653498723741
ZH019945,-0.14763896438669047
ZH743319,-0.14755964646593392
ZH320209,-0.1472773201516459
ZH344598,-0.14683139513630056
ZH965392,-0.1466007323678657
ZH322246,-0.14650681773132224
ZH462804,-0.14648753552949745
ZH122555,-0.146435471042374
ZH260893,-0.14620709123845413
ZH987161,-0.14570275455711643
ZH358969,-0.14542921351228705
ZH681323,-0.14504095197225184
ZH437838,-0.14497963519818516
ZH751696,-0.14494148937328594
ZH666047,-0.14480092490962834
ZH285428,-0.1446591150827268
ZH300174,-0.14451258189476676
ZH242942,-0.14431046158726782
ZH945942,-0.14401608381806985
ZH489306,-0.1438858165739186
ZH530536,-0.143666804270113
ZH097756,-0.1434124862436099
ZH329374,-0.14325118574599016
ZH818596,-0.14320416178149997
ZH052329,-0.14309173718291873
ZH610827,-0.14304217516912712
ZH820083,-0.14282917593984853
ZH933387,-0.14278715915660745
ZH497501,-0.14249777126422208
ZH070973,-0.1421578947023502
ZH222522,-0.1419250608815789
ZH647061,-0.1418870774282457
ZH918249,-0.1418530374925689
ZH792226,-0.14141731920387587
ZH027070,-0.14132922345332982
ZH754306,-0.14101232924458265
ZH650671,-0.1408446539423738
ZH199354,-0.14072681397776143
ZH286103,-0.1405692425068395
ZH523265,-0.14040738612741505
ZH105742,-0.14026012217746003
ZH303002,-0.14015767753269656
ZH715388,-0.13995131722324813
ZH911371,-0.13973285907121671
ZH001324,-0.13965400723772162
ZH585810,-0.13956558694413393
ZH166762,-0.13906534453193672
ZH218016,-0.13840006248717718
ZH934836,-0.13837353545560668
ZH459026,-0.13829904507648466
ZH544945,-0.13811302732896047
ZH780742,-0.1379760746456328
ZH086554,-0.1378570714993582
ZH963740,-0.13774326020513664
ZH316622,-0.13768721144692947
ZH671639,-0.137594999720868
ZH933976,-0.1375134570671912
ZH247856,-0.1374648438833124
ZH776155,-0.13717414280401954
ZH177734,-0.13694367263615906
ZH422518,-0.1367411756297285
ZH101745,-0.1364467045709094
ZH263041,-0.13624451726768635
ZH887450,-0.13606269574341498
ZH598713,-0.13602040321583667
ZH539076,-0.13594678386668277
ZH309277,-0.13555134255718443
ZH701461,-0.13496334994625028
ZH663832,-0.13488342458297198
ZH261587,-0.13478496281652244
ZH815418,-0.1345587540725099
ZH091403,-0.1343027145926779
ZH403891,-0.1342320928221441
ZH283987,-0.13414035917344652
ZH602687,-0.13405977172149483
ZH856396,-0.133530327390657
ZH744078,-0.1334821908813485
ZH201653,-0.13343742064613678
ZH654165,-0.13339765392981173
ZH733553,-0.13336842210842878
ZH841203,-0.13294374967218692
ZH425836,-0.13289777468953862
ZH531744,-0.13266697849997017
ZH662514,-0.13251573547662063
ZH738541,-0.13249159757508644
ZH690242,-0.1321532980473828
ZH519056,-0.1321212183647284
ZH525184,-0.1320707237405125
ZH255894,-0.13200560459269264
ZH244538,-0.1319737804235101
ZH629227,-0.13151901443218875
ZH091444,-0.131351685632915
ZH238976,-0.13116985945527632
ZH552162,-0.13116077765758657
ZH810764,-0.13099424117898706
ZH185005,-0.13074199189338942
ZH503089,-0.130566910784363
ZH089556,-0.13053237551088415
ZH860954,-0.13045275041656226
ZH109422,-0.13039296157973168
ZH175416,-0.1301637045631673
ZH901473,-0.13016359824363175
ZH448239,-0.13009746671463793
ZH948984,-0.12987335619100857
ZH867435,-0.12987121399033666
ZH335741,-0.1297329516874936
ZH801144,-0.12967353839911275
ZH667519,-0.12956824614090748
ZH427928,-0.12954508741516596
ZH064679,-0.12938453005111714
ZH175033,-0.1293813136477581
ZH714336,-0.1292057002852877
ZH461885,-0.12918171281055082
ZH072051,-0.12914760467790398
ZH791706,-0.12901393077816697
ZH466742,-0.1289653530682967
ZH512737,-0.12880009470027878
ZH206376,-0.12878507091548133
ZH451943,-0.12856032336944062
ZH933655,-0.12808250277126354
ZH670230,-0.12807479560839188
ZH375651,-0.12794086851207517
ZH800592,-0.12776279195050866
ZH291557,-0.1274160679797507
ZH801210,-0.12732337760104037
ZH783562,-0.12726617305078547
ZH904697,-0.1271315980831468
ZH081339,-0.12708675768029778
ZH029589,-0.12707192055879563
ZH659906,-0.12704391257781847
ZH011593,-0.12691703232265683
ZH199445,-0.1266458475060602
ZH276270,-0.12609417915196128
ZH648004,-0.1256043906353825
ZH284276,-0.12493151202883446
ZH231748,-0.12474712249059984
ZH411583,-0.12410939721204203
ZH415917,-0.12404966792051085
ZH681125,-0.12394940427405121
ZH278451,-0.12392773738895349
ZH268809,-0.12337487247515588
ZH964477,-0.12329053552155363
ZH768200,-0.12286000809823967
ZH603203,-0.12271936208667288
ZH015876,-0.12270041124335337
ZH134735,-0.12237448154751146
ZH173537,-0.12231194854845624
ZH329799,-0.12229048234222724
ZH829472,-0.12215345163966072
ZH400599,-0.12192497402761274
ZH751118,-0.12179859214570914
ZH527185,-0.12150240668799135
ZH739927,-0.12145785499296181
ZH950207,-0.12141579625974597
ZH949931,-0.12134774683636151
ZH159352,-0.12095536012768929
ZH569988,-0.12017377660933898
ZH013472,-0.12011590037437968
ZH444776,-0.11940333882158351
ZH002008,-0.11925736401856592
ZH341084,-0.1191957734064836
ZH024334,-0.11898186917518738
ZH242346,-0.11873033336646147
ZH733708,-0.11869707287014707
ZH305494,-0.11869437444112341
ZH158954,-0.1183255880797953
ZH842929,-0.11815165306209449
ZH387301,-0.11804462901633091
ZH427072,-0.1178808215592949
ZH454441,-0.11778240632002601
ZH548197,-0.11756253809393706
ZH188092,-0.11753002948969356
ZH129702,-0.1175048886672656
ZH825258,-0.11687903766714541
ZH577170,-0.11658586091939879
ZH411073,-0.11650716293635326
ZH097131,-0.11650043900434813
ZH722359,-0.11649952277760325
ZH611539,-0.11645819160948748
ZH106319,-0.11639729808468688
ZH250611,-0.11639516942309049
ZH165951,-0.1162807689621629
ZH095769,-0.11626294823948671
ZH082179,-0.11609448671647044
ZH100349,-0.11581545233009301
ZH353960,-0.1157855060488906
ZH018048,-0.11536956371453827
ZH660075,-0.11498713856918431
ZH888170,-0.1149836038833088
ZH413172,-0.11492363913019686
ZH054024,-0.11470075114472578
ZH648879,-0.11461082634039735
ZH242156,-0.11458802619167105
ZH735054,-0.11458488888491121
ZH788398,-0.11451835840054402
ZH887461,-0.11439997122583527
ZH740381,-0.1143517024498901
ZH296949,-0.11423249199216733
ZH478732,-0.11383017943642249
ZH017515,-0.11340512316289829
ZH326838,-0.11310990792522528
ZH696497,-0.11298675334062132
ZH254466,-0.11283906992734105
ZH208441,-0.11236560840006166
ZH845777,-0.11219731487117038
ZH520441,-0.11202149801182974
ZH854571,-0.11170215498318949
ZH064233,-0.11133081311859613
ZH203077,-0.1113304623501336
ZH028744,-0.11129856063430563
ZH255375,-0.11128986858432295
ZH026541,-0.11122902333440365
ZH938076,-0.11118739350709618
ZH697518,-0.11071787668515239
ZH944399,-0.11054312726453197
ZH567021,-0.11048429570952806
ZH324620,-0.1102899274122736
ZH295261,-0.10997054886374807
ZH158424,-0.10976437078434612
ZH359703,-0.10972249686003294
ZH285486,-0.10962940732625329
ZH884148,-0.10941939950081232
ZH726987,-0.10916275042336093
ZH402594,-0.10852522150637489
ZH136904,-0.10846647959944371
ZH637683,-0.10835778805570628
ZH446755,-0.10825492171197146
ZH239944,-0.10790655266805696
ZH934277,-0.10779252273990937
ZH870431,-0.10765085797909824
ZH113003,-0.10758405450991888
ZH869763,-0.1075673335052812
ZH932484,-0.10744081206100567
ZH945765,-0.10736095980162325
ZH903436,-0.10721245068065548
ZH621501,-0.10716228271704879
ZH268244,-0.10695720631473034
ZH881641,-0.10667694370957168
ZH113687,-0.10633451697060421
ZH414986,-0.10630045699794152
ZH536942,-0.10629624652192217
ZH866960,-0.10627070853481588
ZH867681,-0.10622580733852731
ZH457472,-0.10583815747018777
ZH012863,-0.10576258040591059
ZH708665,-0.10575156279452343
ZH680559,-0.1050093873235247
ZH618852,-0.10497146675512074
ZH022815,-0.1047083726111489
ZH912563,-0.10468828731413664
ZH932012,-0.10467368273741698
ZH195886,-0.10448939449000816
ZH187824,-0.10426613056051941
ZH123769,-0.10408970361959725
ZH196333,-0.1040752473897525
ZH926006,-0.1039554475317872
ZH831515,-0.10386495945562575
ZH230736,-0.1037151629562614
ZH001211,-0.10332513312892981
ZH372317,-0.1032100250717457
ZH562269,-0.1029359428595288
ZH619333,-0.10293082409825817
ZH136445,-0.10291982232495407
ZH263111,-0.10213465419034372
ZH657495,-0.1021048786730784
ZH859365,-0.10166962685744127
ZH885140,-0.10128321266190131
ZH677177,-0.10105393060305665
ZH684232,-0.1004723799941917
ZH456893,-0.10003741803668907
ZH822527,-0.09998606156838628
ZH279579,-0.09994891598853546
ZH121869,-0.09977631065336767
ZH190205,-0.09947006941046434
ZH816803,-0.09943558987451862
ZH254440,-0.09931409222775994
ZH201898,-0.09908141007556824
ZH014060,-0.0988680862498989
ZH967064,-0.09883602635051486
ZH261092,-0.09880153615391436
ZH217570,-0.09861618249224044
ZH822460,-0.09855647561038808
ZH349043,-0.09840821039626635
ZH366387,-0.09821050887389646
ZH842395,-0.09802116078648289
ZH197240,-0.09794898812195281
ZH814714,-0.09773031038682647
ZH160355,-0.09772539519976906
ZH315708,-0.09756441053959122
ZH158128,-0.09755665951076577
ZH018768,-0.09749551043160394
ZH430883,-0.09743327103392804
ZH659820,-0.0974134355160382
ZH737161,-0.09696662901201566
ZH359453,-0.09692823691238807
ZH858418,-0.09676930076595204
ZH306726,-0.0964283866615444
ZH959910,-0.09640219646969742
ZH077303,-0.09632928442360959
ZH534235,-0.09617899478511203
ZH807559,-0.09610018319718398
ZH029158,-0.09587497576152705
ZH800290,-0.09573353200854233
ZH490019,-0.09570667152246456
ZH480412,-0.09534939065496578
ZH670683,-0.09485979125747554
ZH225723,-0.09483762592509587
ZH217514,-0.0947947477358208
ZH064033,-0.09479064452781953
ZH863630,-0.09456133642038081
ZH019633,-0.09442552480279458
ZH074089,-0.09394792639298814
ZH807152,-0.09383430097661259
ZH683572,-0.09381585209817395
ZH406007,-0.09378922992329418
ZH792252,-0.09335156675527123
ZH169984,-0.09325813963127248
ZH237367,-0.09323410284056532
ZH317831,-0.09303186095695946
ZH771958,-0.09302764936422851
ZH278479,-0.09297727766837914
ZH374769,-0.09289259985159701
ZH626594,-0.09282719888374288
ZH936572,-0.09271812291708191
ZH228910,-0.09248458424886988
ZH212139,-0.09235149558764338
ZH751821,-0.09209271354490484
ZH663111,-0.091912449535661
ZH105114,-0.0917597255095584
ZH746745,-0.09172222208605095
ZH685251,-0.09165979630297902
ZH462938,-0.09128593217559129
ZH920162,-0.09102513603368485
ZH461385,-0.09080396054210475
ZH707619,-0.09065329217393753
ZH881567,-0.09061136755337793
ZH167739,-0.0905648271067623
ZH711588,-0.09025824831274616
ZH660743,-0.09011791214243078
ZH358124,-0.089984425138758
ZH714998,-0.08979399100395623
ZH303248,-0.0892536823054132
ZH617895,-0.08898094980850199
ZH177194,-0.08891184441082761
ZH676969,-0.08852303300593307
ZH959670,-0.08826854594217912
ZH074444,-0.08824048555060232
ZH690249,-0.08772894652661811
ZH957632,-0.08763186851271025
ZH689250,-0.08759051191553638
ZH611933,-0.0875637806380894
ZH668867,-0.08755149670911115
ZH329392,-0.08752521353202737
ZH124128,-0.08751870746100308
ZH093696,-0.08749148046983377
ZH432444,-0.08729926837956258
ZH004254,-0.0870745158885551
ZH837276,-0.08700674586779497
ZH523589,-0.08693377088651655
ZH977478,-0.08668477642873537
ZH734578,-0.08660245726386716
ZH147260,-0.08653714457827344
ZH721152,-0.08619376118998696
ZH027722,-0.08615428876015563
ZH148683,-0.08613239058976217
ZH879642,-0.08572891387329469
ZH192574,-0.08561577133188843
ZH167829,-0.08542934291452318
