TradingDay,Bank,Appliance
2015-05-04,-46.57300000000123,-211.76200000000244
2015-05-05,-2.821000000000822,-114.85600000000159
2015-05-06,60.41899999999896,-51.06100000000151
2015-05-07,101.09299999999985,42.67399999999907
2015-05-08,127.22599999999875,112.96199999999953
2015-05-11,163.62199999999757,148.1939999999977
2015-05-12,123.10699999999815,73.54199999999582
2015-05-13,74.97199999999793,-38.56600000000071
2015-05-14,29.79399999999896,-176.31600000000435
2015-05-15,12.868999999998778,-237.57000000000153
2015-05-18,26.789999999999964,-230.2970000000023
2015-05-19,48.91600000000017,-194.46300000000338
2015-05-20,54.604999999998654,-154.5290000000059
2015-05-21,57.281999999998334,-147.60900000000584
2015-05-22,13.112999999998465,-220.7740000000067
2015-05-25,-78.82200000000194,-356.3560000000052
2015-05-26,-130.69100000000253,-489.80600000000413
2015-05-27,-163.9350000000013,-582.4920000000056
2015-05-28,-155.32200000000194,-529.0150000000049
2015-05-29,-94.41500000000087,-455.25200000000586
2015-06-01,-21.39100000000144,-384.5460000000039
2015-06-02,32.17099999999937,-262.3930000000055
2015-06-03,64.59999999999854,-190.51000000000568
2015-06-04,-6.9190000000007785,-280.9680000000062
2015-06-05,-94.0530000000017,-350.3220000000056
2015-06-08,-187.07700000000114,-324.9660000000058
2015-06-09,-272.8030000000017,-312.5220000000063
2015-06-10,-331.40300000000116,-281.91500000000633
2015-06-11,-285.08800000000065,-206.3920000000071
2015-06-12,-254.41800000000057,-141.28200000000652
2015-06-15,-131.34700000000066,-137.68600000000697
2015-06-16,-12.536000000000058,-113.6210000000101
2015-06-17,75.80299999999988,-66.67900000000918
2015-06-18,145.8839999999982,30.75099999998929
2015-06-19,262.47799999999916,217.3869999999897
2015-06-23,261.7349999999997,352.0739999999878
2015-06-24,237.04700000000048,382.23899999998685
2015-06-25,248.34100000000035,445.05799999998635
2015-06-26,241.1040000000021,512.3729999999869
2015-06-29,162.40100000000166,455.15999999998894
2015-06-30,109.90700000000106,409.5349999999871
2015-07-01,111.68300000000181,517.4979999999887
2015-07-02,70.14900000000216,575.5079999999889
2015-07-03,22.398000000001048,573.4789999999884
2015-07-06,-32.487999999999374,574.1589999999906
2015-07-07,-66.15399999999863,755.5389999999879
2015-07-08,-112.67299999999886,859.2539999999899
2015-07-09,-160.12599999999748,850.8709999999874
2015-07-10,-238.71599999999853,707.2429999999877
2015-07-13,-203.2729999999974,524.9839999999895
2015-07-14,-119.40699999999742,157.3799999999901
2015-07-15,-111.1489999999958,-234.02200000000994
2015-07-16,-37.64599999999518,-452.4540000000088
2015-07-17,74.5280000000057,-484.82800000001043
2015-07-20,99.7760000000062,-372.4060000000118
2015-07-21,70.17700000000605,-242.43800000001102
2015-07-22,114.6420000000071,-148.52700000001278
2015-07-23,99.69900000000689,-131.92400000001362
2015-07-24,93.36400000000594,-87.98900000001413
2015-07-27,145.73500000000786,-40.4180000000124
2015-07-28,182.91900000000714,21.556999999986147
2015-07-29,193.7660000000069,107.60099999998783
2015-07-30,240.28500000000622,276.29399999998896
2015-07-31,262.49300000000676,353.4419999999882
2015-08-03,178.21600000000672,269.71499999998923
2015-08-04,119.79700000000685,176.17099999998936
2015-08-05,80.47500000000673,143.71199999998862
2015-08-06,12.364000000005035,16.379999999990105
2015-08-07,-44.31499999999414,-101.96000000001186
2015-08-10,-35.947999999993954,-171.46600000000944
2015-08-11,-21.99899999999343,-195.8140000000094
2015-08-12,-21.455999999991946,-245.97800000000825
2015-08-13,-10.53799999999228,-300.1360000000077
2015-08-14,6.543000000007851,-301.441000000008
2015-08-17,42.35000000000855,-230.44400000000678
2015-08-18,73.6890000000094,-113.1300000000083
2015-08-19,95.36200000000827,-39.93900000000758
2015-08-20,126.79900000000816,126.57399999999325
2015-08-21,162.23800000000847,306.38999999999214
2015-08-24,219.01200000000972,532.0589999999938
2015-08-25,281.812000000009,667.8439999999919
2015-08-26,333.27100000001064,852.5049999999919
2015-08-27,329.9250000000102,923.9639999999908
2015-08-28,303.1150000000107,854.2339999999913
2015-08-31,171.48600000000988,646.2719999999908
2015-09-01,-20.13399999999092,432.7479999999905
2015-09-02,-175.98399999999037,219.48199999999179
2015-09-07,-212.28899999999066,94.14099999999144
2015-09-08,-241.9259999999913,78.63799999999173
2015-09-09,-196.78399999999147,74.43299999999181
2015-09-10,-94.86099999999078,83.84699999999248
2015-09-11,8.101000000009662,70.29299999999148
2015-09-14,-16.072999999991225,51.12999999999283
2015-09-15,-17.983999999991283,72.7259999999942
2015-09-16,-29.88099999999031,118.41999999999189
2015-09-17,-37.95999999999276,185.50799999999163
2015-09-18,-60.92899999999281,254.18299999999
2015-09-21,-13.344999999993888,237.10499999998865
2015-09-22,8.705000000006294,125.96099999998933
2015-09-23,40.53500000000531,90.50599999998849
2015-09-24,48.52000000000589,13.813999999987573
2015-09-25,48.455000000005384,-28.458000000012362
2015-09-28,33.51200000000608,-5.481000000011591
2015-09-29,41.00800000000618,69.47099999998773
2015-09-30,22.213000000006105,67.77899999998772
2015-10-08,9.510000000006585,74.00999999998749
2015-10-09,8.200000000005275,25.939999999987776
2015-10-12,-10.3479999999945,-56.39800000001196
2015-10-13,-42.92399999999543,-168.15100000001166
2015-10-14,-50.359999999995125,-236.46400000001358
2015-10-15,-59.575999999996384,-273.1170000000129
2015-10-16,-70.69399999999678,-286.76600000001326
2015-10-19,-54.40899999999692,-243.86500000001524
2015-10-20,-40.57199999999648,-193.88000000001466
2015-10-21,-57.6449999999968,-147.11800000001494
2015-10-22,-51.53899999999794,-105.82000000001426
2015-10-23,-42.39999999999691,-75.24400000001515
2015-10-26,-50.31399999999758,-76.31700000001456
2015-10-27,-51.20699999999579,-59.88800000001356
2015-10-28,-11.409999999995307,-79.90900000001238
2015-10-29,1.145000000004984,-99.89100000001235
2015-10-30,8.298000000005231,-77.14200000001165
2015-11-02,26.587000000004082,-45.91000000000986
2015-11-03,43.28700000000481,-19.513000000009015
2015-11-04,19.50600000000395,-26.97300000000996
2015-11-05,-10.523999999996704,-38.43300000001091
2015-11-06,-41.737999999995736,-97.41100000001006
2015-11-09,-106.42499999999654,-182.6740000000109
2015-11-10,-168.83999999999742,-276.0420000000131
2015-11-11,-184.6989999999978,-287.56900000001315
2015-11-12,-163.3179999999984,-284.4910000000127
2015-11-13,-130.0699999999988,-227.11900000001242
2015-11-16,-50.063999999999396,-146.12800000001243
2015-11-17,19.05999999999949,-65.12900000001082
2015-11-18,51.92499999999927,3.62599999998929
2015-11-19,49.07799999999861,40.668999999988046
2015-11-20,30.78899999999885,15.02999999999065
2015-11-23,-5.561000000000604,-1.8920000000098298
2015-11-24,-27.33600000000024,-20.813000000009197
2015-11-25,-40.09200000000055,-79.71200000000863
2015-11-26,-29.390000000002146,-111.48900000000867
2015-11-27,10.830999999998312,-58.336000000009335
2015-11-30,39.8219999999983,-23.64400000000751
2015-12-01,60.89799999999832,10.460999999991145
2015-12-02,54.46099999999933,48.6269999999904
2015-12-03,32.18299999999999,79.52399999999034
2015-12-04,-17.509000000000924,4.178999999990083
2015-12-07,-51.83900000000085,-74.74600000000919
2015-12-08,-85.64400000000114,-118.09300000000985
2015-12-09,-58.21700000000146,-120.3830000000089
2015-12-10,-18.736000000001695,-117.77400000000762
2015-12-11,13.399999999997817,-67.15100000000984
2015-12-14,32.50999999999931,-15.894000000008418
2015-12-15,56.235999999999876,-11.284000000010565
2015-12-16,49.12299999999959,-25.63700000000972
2015-12-17,27.559000000000196,-67.30300000000898
2015-12-18,3.342999999999847,-101.26300000000992
2015-12-21,-25.050000000000182,-152.8060000000096
2015-12-22,-59.8080000000009,-196.01200000000972
2015-12-23,-98.25400000000081,-247.3160000000098
2015-12-24,-122.8630000000012,-251.70800000000963
2015-12-25,-126.8700000000008,-271.58900000001086
2015-12-28,-81.8620000000019,-196.5670000000082
2015-12-29,-44.99200000000201,-128.90900000000875
2015-12-30,-7.550000000002001,-53.90800000001036
2015-12-31,27.381999999997788,-3.0710000000071886
2016-01-04,85.03599999999915,143.1719999999932
2016-01-05,82.69199999999819,186.63499999999294
2016-01-06,92.16399999999976,254.24999999999454
2016-01-07,127.45099999999911,386.7259999999942
2016-01-08,151.52700000000004,488.94699999999193
2016-01-11,139.30499999999938,473.6229999999905
2016-01-12,151.6859999999997,498.6049999999914
2016-01-13,171.33799999999974,544.6189999999897
2016-01-14,141.38500000000022,431.94199999999
2016-01-15,137.0570000000007,390.9999999999882
2016-01-18,122.15100000000075,326.41999999998916
2016-01-19,97.77400000000216,224.49599999998918
2016-01-20,68.09400000000096,88.46699999998964
2016-01-21,74.50200000000132,91.56199999998898
2016-01-22,49.27600000000257,10.096999999989748
2016-01-25,39.59200000000237,-21.21500000001106
2016-01-26,66.37900000000263,48.61299999998846
2016-01-27,81.01100000000315,118.20799999998871
2016-01-28,84.27700000000368,126.70999999998912
2016-01-29,95.57600000000275,166.58199999998942
2016-02-01,118.80300000000261,236.28899999998976
2016-02-02,86.57100000000173,177.43299999998908
2016-02-03,69.62000000000171,121.41799999998966
2016-02-04,40.34600000000228,51.14999999998963
2016-02-05,25.55500000000211,14.283999999991465
2016-02-15,-3.0629999999973734,-56.07500000000891
2016-02-16,-12.29099999999653,-77.19000000000779
2016-02-17,-34.88499999999658,-109.02200000000721
2016-02-18,-37.60299999999734,-102.42700000000787
2016-02-19,-42.109999999996944,-125.98300000000836
2016-02-22,-57.10699999999633,-162.24500000000808
2016-02-23,-47.79699999999684,-157.25200000000768
2016-02-24,-30.576999999996588,-132.5580000000091
2016-02-25,-3.104999999996835,-66.63900000001013
2016-02-26,7.530000000002474,0.38199999999051215
2016-02-29,41.038000000002285,141.05799999999
2016-03-01,47.9880000000021,221.28799999998864
2016-03-02,42.666000000002896,260.7189999999882
2016-03-03,-3.1569999999974243,195.60399999998845
2016-03-04,-56.81999999999607,153.59999999998672
2016-03-07,-110.78599999999733,13.437999999987369
2016-03-08,-158.37299999999686,-82.86600000001181
2016-03-09,-185.42999999999665,-95.82700000001023
2016-03-10,-170.86199999999735,-54.56900000001042
2016-03-11,-112.44299999999748,-43.3120000000099
2016-03-14,-65.1409999999969,3.0169999999907304
2016-03-15,-17.279999999997926,39.580999999991036
2016-03-16,10.626000000002932,20.419999999992797
2016-03-17,14.295000000001892,-27.10500000000775
2016-03-18,-7.473999999999251,-85.17900000000827
2016-03-21,-32.03600000000006,-128.08000000000902
2016-03-22,-47.16399999999976,-181.73800000000847
2016-03-23,-36.5669999999991,-238.70200000000932
2016-03-24,-20.86699999999928,-242.6970000000083
2016-03-25,-6.407999999997628,-210.34100000000763
2016-03-28,22.77400000000307,-161.48800000000756
2016-03-29,43.95200000000386,-97.74900000000707
2016-03-30,37.37500000000364,-43.91000000000804
2016-03-31,26.99800000000323,-27.46700000000692
2016-04-01,15.21900000000278,-16.338000000007014
2016-04-05,-11.867999999997664,-47.34700000000521
2016-04-06,-35.24399999999696,-98.82800000000589
2016-04-07,-28.852999999997337,-96.49500000000535
2016-04-08,-19.193999999997686,-74.19600000000355
2016-04-11,-6.943999999996777,-78.1080000000029
2016-04-12,14.29200000000128,-42.00100000000384
2016-04-13,22.634000000001834,-3.963000000003376
2016-04-14,7.610000000001492,-18.26900000000296
2016-04-15,-10.533999999997832,-50.11600000000453
2016-04-18,-21.91899999999896,-39.55100000000493
2016-04-19,-37.59599999999955,-56.25000000000364
2016-04-20,-39.83999999999833,-23.944000000003143
2016-04-21,-35.561000000000604,40.786999999996624
2016-04-22,-25.6220000000003,93.41699999999582
2016-04-25,-23.990999999999985,113.13699999999517
2016-04-26,-21.01299999999992,139.80499999999483
2016-04-27,-19.784999999999854,99.75099999999475
2016-04-28,-19.70299999999952,38.84199999999419
2016-04-29,-13.992000000001099,6.201999999994769
2016-05-03,-11.59400000000096,-50.955000000006294
2016-05-04,-6.920000000000073,-97.1400000000067
2016-05-05,-5.314000000001215,-127.7050000000063
2016-05-06,6.611999999998261,-122.15000000000782
2016-05-09,13.158999999998741,-94.883000000008
2016-05-10,30.82299999999941,-15.46200000000863
2016-05-11,44.32999999999993,43.82399999999143
2016-05-12,57.08100000000013,117.17499999999109
2016-05-13,54.014000000000124,137.67999999999302
2016-05-16,43.78600000000006,96.45999999999367
2016-05-17,27.312999999999192,55.87999999999465
2016-05-18,11.180999999999585,54.598999999993794
2016-05-19,0.9070000000001528,47.2379999999921
2016-05-20,-5.359000000000378,46.37399999999252
2016-05-23,-2.904000000000451,82.10299999999279
2016-05-24,1.6459999999997308,91.22199999999248
2016-05-25,8.74199999999928,54.15299999999388
2016-05-26,7.4539999999979045,16.677999999994427
2016-05-27,9.71599999999762,-1.8240000000050713
2016-05-30,1.7419999999974607,-15.108000000005632
2016-05-31,-23.6100000000024,-57.59000000000651
2016-06-01,-41.30600000000322,-100.7050000000072
2016-06-02,-51.783000000002176,-140.7770000000055
2016-06-03,-65.59200000000146,-180.99700000000576
2016-06-06,-65.46400000000085,-245.0840000000053
2016-06-07,-39.55799999999999,-240.1470000000063
2016-06-08,-25.429000000000997,-199.65900000000693
2016-06-13,-8.080000000000837,-124.2680000000064
2016-06-14,11.423999999999069,-51.45100000000639
2016-06-15,22.11700000000019,24.651999999992768
2016-06-16,24.478000000000065,68.42799999999443
2016-06-17,28.0649999999996,84.0989999999947
2016-06-20,16.677999999998974,27.156999999994696
2016-06-21,7.687999999998283,-15.815000000003238
2016-06-22,-0.3760000000011132,-42.325000000004366
2016-06-23,-10.130000000001019,-66.9030000000057
2016-06-24,-10.280000000000655,-66.79500000000553
2016-06-27,-2.625000000001819,-44.51700000000528
2016-06-28,3.395999999999731,-45.82100000000628
2016-06-29,6.3049999999993815,-41.591000000007625
2016-06-30,8.211999999997715,-54.21700000000783
2016-07-01,-6.164000000001579,-90.12600000000657
2016-07-04,-23.520000000002256,-105.73200000000816
2016-07-05,-39.942000000001826,-109.97100000000773
2016-07-06,-44.06800000000203,-130.93400000000656
2016-07-07,-49.91900000000169,-137.04900000000634
2016-07-08,-38.82900000000154,-130.71900000000642
2016-07-11,-19.457000000000335,-121.16000000000622
2016-07-12,-10.3650000000016,-141.42100000000573
2016-07-13,-15.519000000000233,-150.21500000000742
2016-07-14,-15.96600000000035,-153.45300000000861
2016-07-15,-29.496000000001004,-174.28000000000975
2016-07-18,-52.25000000000091,-190.24400000000787
2016-07-19,-55.12500000000273,-140.57300000000396
2016-07-20,-43.91200000000208,-98.2150000000056
2016-07-21,-38.7300000000032,-74.16100000000552
2016-07-22,-22.361000000002605,-9.716000000005806
2016-07-25,3.6819999999970605,38.17699999999422
2016-07-26,10.797999999997955,21.000999999992928
2016-07-27,5.576999999997497,37.19999999999345
2016-07-28,11.529999999997017,64.51399999999558
2016-07-29,5.438999999997577,46.674999999995634
2016-08-01,-7.282000000001062,47.479999999995925
2016-08-02,-7.221000000002277,93.3539999999939
2016-08-03,1.1569999999974243,67.22899999999572
2016-08-04,-1.2670000000016444,51.33999999999287
2016-08-05,-0.4350000000004002,64.75199999999313
2016-08-08,5.014999999999418,39.90799999999399
2016-08-09,1.9730000000008658,-7.288000000007742
2016-08-10,-8.966999999999643,-1.077000000008411
2016-08-11,-24.75999999999931,0.09399999999186548
2016-08-12,-47.47599999999875,-16.503000000009706
2016-08-15,-86.17999999999938,-25.2510000000093
2016-08-16,-107.52599999999893,-26.65700000000652
2016-08-17,-121.93899999999849,-52.23300000000563
2016-08-18,-118.28699999999935,-85.88000000000648
2016-08-19,-91.53899999999794,-103.93400000000656
2016-08-22,-45.013999999998305,-76.27800000000934
2016-08-23,-25.190999999998894,-47.60500000000684
2016-08-24,-8.543999999999869,-2.5710000000053697
2016-08-25,-4.274000000000342,45.28699999999117
2016-08-26,-11.398999999998523,80.77999999999156
2016-08-29,-14.48200000000088,75.72899999999208
2016-08-30,-9.184000000000196,69.84599999999045
2016-08-31,-6.403000000001157,49.69099999999162
2016-09-01,-0.18700000000080763,30.96499999998923
2016-09-02,2.4589999999980137,2.9879999999920983
2016-09-05,-9.94800000000214,-36.88200000000688
2016-09-06,-9.775000000001455,-98.84300000000985
2016-09-07,-6.028000000002066,-144.30900000001202
2016-09-08,-5.2520000000004075,-194.34800000001087
2016-09-09,0.7469999999984793,-209.19400000001224
2016-09-12,20.120999999997366,-163.02500000001237
2016-09-13,28.016999999998916,-79.90900000001238
2016-09-14,41.620999999997366,5.529999999987922
2016-09-19,53.93399999999747,73.8929999999873
2016-09-20,60.87499999999818,116.87399999998706
2016-09-21,48.95299999999861,101.60099999998602
2016-09-22,37.375999999997475,68.83399999998619
2016-09-23,13.703999999996995,13.760999999987689
2016-09-26,0.1349999999974898,9.007999999987078
2016-09-27,-14.7820000000047,-6.6010000000114815
2016-09-28,-15.185000000003129,-2.0720000000092114
2016-09-29,-11.625000000002728,3.562999999989188
2016-09-30,-1.9840000000021973,6.640999999988708
2016-10-10,-6.848000000003594,-37.722000000012486
2016-10-11,-5.5660000000034415,-59.683000000013635
2016-10-12,-9.603000000003703,-83.29800000001342
2016-10-13,-11.176000000004024,-100.83100000001286
2016-10-14,-14.299000000003616,-94.77000000001317
2016-10-17,-1.581000000003769,-56.22100000001228
2016-10-18,4.511999999995169,-33.22000000001208
2016-10-19,9.41599999999562,-7.162000000012995
2016-10-20,8.56199999999717,4.486999999988257
2016-10-21,7.456999999997606,4.325999999988198
2016-10-24,-12.14400000000387,-24.927000000010594
2016-10-25,-23.59900000000289,-40.50500000001193
2016-10-26,-29.213000000003376,-55.04500000001099
2016-10-27,-30.033000000003085,-57.33000000000902
2016-10-28,-29.93300000000454,-51.48300000001109
2016-10-31,-10.6670000000031,-26.750000000009095
2016-11-01,-0.14300000000366708,-12.980000000008658
2016-11-02,5.31199999999626,-4.394000000007509
2016-11-03,3.8409999999958018,-4.360000000007858
2016-11-04,6.633999999995467,-8.119000000007873
2016-11-07,-1.0960000000040964,-15.502000000005864
2016-11-08,-4.900000000004184,-13.646000000007916
2016-11-09,-6.2040000000033615,-10.055000000007567
2016-11-10,-5.164000000004307,-8.597000000007029
2016-11-11,-9.49300000000494,-13.689000000007582
2016-11-14,-13.525000000005093,-15.373000000006869
2016-11-15,-13.995000000005348,-16.84500000000662
2016-11-16,-20.262000000006083,-24.301000000004933
2016-11-17,-19.00300000000425,-20.929000000005544
2016-11-18,-14.723000000004504,-11.132000000006883
2016-11-21,-13.131000000002132,-16.924000000006345
2016-11-22,-19.05300000000352,-31.305000000007567
2016-11-23,-29.59900000000289,-61.526000000007116
2016-11-24,-44.45800000000236,-107.78000000000975
2016-11-25,-70.30000000000109,-163.79200000000856
2016-11-28,-85.95700000000124,-219.321000000009
2016-11-29,-95.30199999999968,-271.8090000000102
2016-11-30,-81.80899999999929,-272.6080000000111
2016-12-01,-72.05400000000009,-269.2220000000125
2016-12-02,-43.11699999999928,-223.4990000000107
2016-12-05,-23.40299999999843,-115.2350000000115
2016-12-06,-0.6329999999979918,-3.6810000000114087
2016-12-07,5.111000000001695,68.50099999998929
2016-12-08,8.092000000002372,169.0599999999904
2016-12-09,-9.922999999997046,194.3819999999905
2016-12-12,-24.317999999995664,176.1999999999898
2016-12-13,-37.39999999999509,161.96999999999025
2016-12-14,-51.60399999999481,165.12299999999232
2016-12-15,-33.755999999994856,152.49099999999453
2016-12-16,10.135000000005675,178.08699999999226
2016-12-19,58.328000000005886,159.9919999999929
2016-12-20,96.73900000000685,138.95599999999467
2016-12-21,139.54800000000614,98.31699999999546
2016-12-22,138.67200000000594,43.987999999995736
2016-12-23,121.73800000000574,17.7859999999946
2016-12-26,95.06600000000435,13.92399999999725
2016-12-27,68.48400000000584,1.569999999996071
2016-12-28,46.12600000000475,9.195999999994456
2016-12-29,38.14700000000448,31.98899999999594
2016-12-30,24.960000000003674,17.740999999996347
2017-01-03,12.179000000004635,6.4319999999970605
2017-01-04,-1.0839999999952852,-9.111000000004424
2017-01-05,-20.226999999996224,-35.989000000005035
2017-01-06,-33.49899999999616,-67.27200000000266
2017-01-09,-37.62499999999636,-87.36700000000383
2017-01-10,-30.263999999997395,-80.27500000000146
2017-01-11,-16.02599999999711,-42.49499999999898
2017-01-12,-0.16099999999642023,5.306000000002314
2017-01-13,3.8380000000024665,50.577000000001135
2017-01-16,-2.4239999999990687,110.44100000000071
2017-01-17,-13.149999999997817,140.90500000000065
2017-01-18,-32.65299999999843,132.97999999999956
2017-01-19,-52.505999999998494,113.44800000000032
2017-01-20,-61.31199999999717,75.27100000000246
2017-01-23,-52.125999999997475,7.653000000000247
2017-01-24,-54.22399999999652,-34.956999999998516
2017-01-25,-46.74399999999787,-58.89499999999862
2017-01-26,-42.43099999999686,-90.03299999999945
2017-02-03,-31.19499999999789,-85.87899999999718
2017-02-06,-30.81199999999808,-69.24399999999878
2017-02-07,-14.826999999997497,-61.84899999999834
2017-02-08,-3.696999999999207,-55.9469999999983
2017-02-09,13.143000000001848,-37.83799999999974
2017-02-10,10.096000000001368,-45.10599999999795
2017-02-13,1.8860000000013315,-64.16700000000128
2017-02-14,-11.744999999998981,-88.16900000000169
2017-02-15,-30.68499999999858,-106.91999999999825
2017-02-16,-51.58600000000115,-135.2450000000008
2017-02-17,-52.306000000001404,-149.9290000000001
2017-02-20,-53.46600000000035,-153.6860000000015
2017-02-21,-58.40600000000086,-159.65800000000127
2017-02-22,-49.113000000000284,-174.95300000000316
2017-02-23,-38.473000000001775,-161.51000000000204
2017-02-24,-42.28600000000097,-150.26300000000265
