PortCode,IR,num_week,mean,std
ZH941485,-0.24378717567967922,23,-0.016806129271940064,0.06893770857751043
ZH408549,-0.2428284667793046,110,-0.02163338227312682,0.08908915235538832
ZH796761,-0.24153872623920833,74,-0.013796812019831904,0.05712049671971941
ZH940432,-0.2412215262841714,43,-0.00971153284189148,0.04025981010687576
ZH778568,-0.24061854786731643,76,-0.017600785236124045,0.07314808185871687
ZH294768,-0.24045268743744855,116,-0.014863383291368246,0.06181416997152429
ZH024497,-0.23945891787361182,126,-0.017530870042925455,0.07321034521745554
ZH949010,-0.23941894495179736,40,-0.01360400595626047,0.056820925173650685
ZH939688,-0.23845253760869217,43,-0.010072833708781231,0.04224251001811965
ZH680420,-0.23830457691600498,93,-0.009866404718480153,0.04140249778734949
ZH214898,-0.23779889370268562,107,-0.011037917460276415,0.046417026119881216
ZH675883,-0.23728093959446864,94,-0.009728271734660017,0.04099895993031038
ZH657966,-0.23624332247457439,90,-0.007863309387199365,0.03328479004119006
ZH945202,-0.23608120401332408,41,-0.012030683655333382,0.05095993857543351
ZH950872,-0.23516625383341924,7,-0.019994695984326356,0.08502366159427646
ZH665165,-0.23476881996994797,96,-0.015808741841301478,0.06733748477896301
ZH883787,-0.23466824036020184,56,-0.011494771995547227,0.048983074905677194
ZH386348,-0.2345588639962477,111,-0.012449631349837223,0.053076789074304104
ZH001542,-0.23398069002978922,118,-0.021051042858989167,0.08996914598511978
ZH595522,-0.23395659612992992,100,-0.008671491541852483,0.03706453113652197
ZH934359,-0.23380651372494027,17,-0.018045006226937346,0.07717922798406825
ZH900524,-0.2332001799953488,52,-0.008648715709958305,0.037087088483940295
ZH1007151,-0.23259807341577038,16,-0.013096715730803603,0.05630620898305185
ZH820305,-0.23242655044507918,69,-0.00900123355400173,0.03872721742316036
ZH413383,-0.23212184022411603,110,-0.0036489143409724405,0.015719823423118548
ZH136643,-0.23196030942786938,97,-0.014510203331919182,0.0625546817371844
ZH847290,-0.2316902100882189,62,-0.005030515858113348,0.021712250406255476
ZH857174,-0.23156767803200512,61,-0.00882618430182716,0.038114923364249854
ZH703809,-0.23109220003617809,88,-0.008602330432791046,0.03722466803918232
ZH588166,-0.23056201196091436,101,-0.008895428466761121,0.03858150087738263
ZH956802,-0.23004351776815898,38,-0.004697395280711631,0.02041959419802357
ZH013703,-0.22878933287271636,134,-0.006860204903654657,0.02998481099410012
ZH422001,-0.22857873432066425,110,-0.010704351557685218,0.046830041252518696
ZH832202,-0.22798903254927244,66,-0.012929236103142436,0.05670990379920227
ZH921485,-0.2265128782101317,47,-0.017750362477419845,0.07836359070477737
ZH719076,-0.2264910399202695,85,-0.01723037816866684,0.07607531924765042
ZH296413,-0.22643982338641624,116,-0.007616457769788817,0.03363568146222868
ZH763050,-0.2264317610594894,79,-0.020831358693639297,0.09199839543784835
ZH959602,-0.2257543865746615,38,-0.01511056921257156,0.06693366823051385
ZH773680,-0.2253686036946274,77,-0.010187872786404869,0.045205377410108785
ZH866620,-0.22417483056530882,59,-0.007775368756647536,0.0346843967141188
ZH878210,-0.2236149516704782,57,-0.01036831528029726,0.046366824771074074
ZH122892,-0.22324670731870722,128,-0.006629561522083534,0.029696122293168543
ZH315673,-0.22308812547384052,115,-0.018075919930504798,0.08102591696492781
ZH388319,-0.22304815942154788,93,-0.007613610764071144,0.034134380592138705
ZH848271,-0.22248449438826937,63,-0.006108597927756154,0.027456286086596757
ZH873801,-0.22195307310930365,58,-0.014847311042328015,0.06689391966659666
ZH954933,-0.22145458945315713,33,-0.02217778077198996,0.10014595239030295
ZH935176,-0.22074862876321338,44,-0.012165799851038802,0.05511155344067156
ZH254829,-0.21899787749449195,118,-0.010241714640188637,0.04676627352448303
ZH1001920,-0.218704521665077,27,-0.005563534729906166,0.025438590329769837
ZH853245,-0.21867587846873754,62,-0.008184912855565156,0.037429427117793845
ZH133161,-0.21731532978359605,106,-0.007692629667578352,0.03539846763336356
ZH948853,-0.21705473889898982,40,-0.0162029114387177,0.07464896422398778
ZH827287,-0.21662031003359217,67,-0.01440497615470204,0.06649873297876918
ZH710172,-0.2165435530362139,87,-0.009244767263099246,0.04269241514455611
ZH669221,-0.21596002360743977,95,-0.010335793789642314,0.04785975486106702
ZH941816,-0.21519272102573894,42,-0.011128152370999646,0.05171249435369434
ZH214003,-0.21508475941552976,120,-0.0004906930679872162,0.002281393945905898
ZH249547,-0.21339796983333034,118,-0.012034154576841897,0.056393013421078476
ZH098978,-0.2132982201446325,128,-0.0005653758914360462,0.0026506357673902674
ZH949049,-0.21182313137034042,23,-0.009168783462514662,0.04328509074150378
ZH824833,-0.2113317280016319,68,-0.015552744169459712,0.07359398570450157
ZH928043,-0.21121282019964369,46,-0.015134872438649194,0.07165697813391882
ZH009095,-0.21012078243816656,134,-0.006729218161515949,0.03202547641138827
ZH591244,-0.21007821973201882,101,-0.006891840854048666,0.03280607034294215
ZH821689,-0.20983187413213125,69,-0.00743051755420491,0.035411767563615755
ZH813404,-0.20973568456193065,71,-0.01793939341478201,0.08553333903218016
ZH315027,-0.2096278402483034,85,-0.006947622159109534,0.03314265009304156
ZH894185,-0.20942967388892972,37,-0.008268818105317474,0.03948255255223676
ZH967086,-0.20906964202185532,36,-0.004206892995302455,0.02012196966818685
ZH969556,-0.2085032753244602,35,-0.010468899362809338,0.05020975975805785
ZH936905,-0.20829108018666384,43,-0.009817889158631316,0.04713542773810975
ZH885540,-0.20754344430519486,55,-0.013904596964876217,0.06699607887604177
ZH884138,-0.20726904792123746,56,-0.010355301104340372,0.049960672894466145
ZH958486,-0.20655912794364392,38,-0.006432706643732063,0.031142204693501204
ZH729172,-0.2064446930164931,83,-0.003710931686370333,0.017975427859866867
ZH520739,-0.20596043284055734,73,-0.01115461184793681,0.05415900371782606
ZH729607,-0.2059197736495223,78,-0.012793026542911777,0.06212626556537328
ZH409936,-0.2056195455133279,110,-0.0089090124060607,0.043327653428176814
ZH930757,-0.20543548026979833,45,-0.01730469488939815,0.08423420758026755
ZH774743,-0.20469500895723772,77,-0.010671531630057421,0.052133814519565454
ZH110518,-0.2046713020139336,128,-0.0059618385991918755,0.02912884483817866
ZH940124,-0.20407702191245683,43,-0.01777552499675731,0.08710204034819019
ZH892938,-0.20392502419697434,41,-0.01626541365841191,0.07976173460056034
ZH963427,-0.20389997843231566,6,-0.015982012030255288,0.07838162687967373
ZH148912,-0.20310124058705897,127,-0.009352387744349497,0.04604791047714262
ZH563555,-0.20287251199862213,103,-0.011551901428114852,0.05694167886181303
ZH966187,-0.20217337465983182,36,-0.005653027121536886,0.027961283878495006
ZH463599,-0.20214685663602272,108,-0.026559615815687682,0.13138772602093848
ZH938857,-0.20212603261723877,40,-0.01781455855173285,0.08813589383346704
ZH910661,-0.20152769474406002,18,-0.00496663545991356,0.02464492766724287
ZH597216,-0.20076867098611428,100,-0.006898622333947335,0.03436104995895731
ZH582534,-0.2005244064103563,101,-0.010154275322501757,0.05063860057873398
ZH880600,-0.2004990933845895,56,-0.007886883560856874,0.03933625547986176
ZH261881,-0.20044118968684463,117,-0.00688924836483246,0.03437042244458707
ZH936748,-0.20007683778558064,43,-0.008380085933171594,0.0418843381668817
ZH732664,-0.2000081151564504,83,-0.0036563517471102686,0.018281016968987464
ZH873246,-0.1998412443947198,58,-0.006468550014339766,0.03236844343084304
ZH621134,-0.1997836411678613,99,-0.01057556086498906,0.05293506917367329
ZH712698,-0.19959612557119835,86,-0.007958206236690142,0.039871546674143
ZH805939,-0.1992170525968545,72,-0.008971646770082794,0.04503453220060566
ZH938994,-0.19857213721706773,6,-0.005860156361557363,0.02951147348105225
ZH926420,-0.1983308245896596,30,-0.008185312638532697,0.04127100593398862
ZH726303,-0.19818827784426526,84,-0.011309215760031374,0.05706299021841273
ZH813297,-0.19518624280544658,71,-0.009013447089297726,0.04617870071038741
ZH860954,-0.19503972423939728,30,-0.012978687425959949,0.06654381550514059
ZH218321,-0.1941543417404152,120,-0.011629547470233413,0.05989846719875131
ZH674867,-0.19406690077003252,94,-0.010922207175024332,0.056280628647576776
ZH680806,-0.19400505016684372,93,-0.00886959688856043,0.045718381459310495
ZH951958,-0.19347302320448959,39,-0.0066113455851750345,0.03417192472455052
ZH863630,-0.19301619910829498,60,-0.0025444941727727826,0.013182801156213585
ZH168643,-0.192674962887425,125,-2.232970216550876e-06,1.1589311777138075e-05
ZH941282,-0.19256286411381232,42,-0.005450912902233223,0.02830718647294068
ZH937348,-0.1923722425310306,43,-0.00951346691644474,0.04945342837031268
ZH758466,-0.1908980725359551,79,-0.005464606927697138,0.028625783671377275
ZH508177,-0.19055240212726854,106,-0.015596571065843627,0.08184924929692984
ZH222380,-0.19053561626802845,120,-0.011181002761505705,0.05868195658378783
ZH895324,-0.18994803842951077,33,-0.011632633746047238,0.061241136482512705
ZH489117,-0.1891403751682733,107,-0.009119066309585417,0.04821321889349336
ZH783987,-0.18893924792192002,76,-0.007349254957920589,0.03889745004678806
ZH450989,-0.18893438357182976,108,-0.015509128915850545,0.08208738199288235
ZH262768,-0.18883886264176913,117,-0.0029053428349243918,0.01538530149080532
ZH303288,-0.18774636598393674,115,-0.011975692459622628,0.06378654732868304
ZH168967,-0.1873280905879882,125,-0.0033140328014758147,0.017691061661247277
ZH935744,-0.18712260159066604,44,-0.007653971054745803,0.040903509194944815
ZH591183,-0.18701019276171763,101,-0.016626749393856582,0.08890825226324349
ZH874630,-0.18572120646915066,58,-0.008590410971766969,0.0462543353830403
ZH673127,-0.18568599607523895,95,-0.007991254972247683,0.04303639014872005
ZH921247,-0.18522717647771425,38,-0.009149994997558331,0.049398771668147844
ZH382005,-0.18513049796242198,30,-0.018826837476303995,0.10169495401090257
ZH941848,-0.18489721268886888,13,-0.007231785705476753,0.03911246470570574
ZH945942,-0.18460138583593944,41,-0.005987659523881467,0.032435615240737535
ZH948215,-0.18431551738111987,25,-0.010318192088508099,0.0559811362337582
ZH241566,-0.18422106635433932,118,-0.005307396479811488,0.028809932462354745
ZH423413,-0.1839619954110444,99,-0.015149323581968025,0.08235028951560565
ZH892611,-0.18392335068809731,54,-0.008194172648002653,0.044552106175460966
ZH685467,-0.18391795875487985,92,-0.015428077663744082,0.08388565079882246
ZH816093,-0.18372540916028363,70,-0.012997067964150875,0.070741809875694
ZH694233,-0.18313416062845447,90,-0.005608575498958391,0.030625501434094315
ZH926641,-0.18260145675730338,46,-0.01959319821433003,0.10730033901302034
ZH565594,-0.18161676525261844,103,-0.00984682434387481,0.054217595661823645
ZH204654,-0.18130785436544378,121,-0.00949975410527619,0.0523957119150972
ZH903436,-0.18110782199403028,31,-0.008726883016907641,0.048186118748616495
ZH944040,-0.18068255329889224,36,-0.014027954920466672,0.07763867990763376
ZH938727,-0.18041297284833346,15,-0.0069285949357046454,0.038404083843401104
ZH896406,-0.18028970393429358,53,-0.011393415513548073,0.06319504256161179
ZH788527,-0.18017739185718173,75,-0.007730969874734736,0.042907546807330395
ZH486811,-0.180081604299006,107,-0.010299460477199686,0.057193295879897584
ZH655376,-0.17931363141300563,66,-0.011950686044424147,0.0666468352140983
ZH914874,-0.17928198882812538,49,-0.007353481852152174,0.04101628892125819
ZH146430,-0.17866561215062304,49,-0.0026968220523810368,0.015094242366614434
ZH398294,-0.17860485197679213,111,-0.011278638702058702,0.06314855714851601
ZH904735,-0.1785578445450411,51,-0.008082456365161047,0.04526519899338421
ZH261296,-0.17818004296628276,117,-0.008865553771312611,0.04975615463843081
ZH175825,-0.177158268593056,125,-0.00914182834358389,0.05160260605494661
ZH320649,-0.1767796320824462,32,-0.008918408316595185,0.05044929787180365
ZH928401,-0.17674760975504428,45,-0.007930362484573536,0.04486828701991659
ZH145612,-0.17647869524089363,118,-0.014283989004829961,0.08093888605268924
ZH130134,-0.17582137442908694,128,-0.0133532178713792,0.07594763671219554
ZH511882,-0.17493088491408548,106,-0.011721580485762786,0.06700692385749751
ZH080739,-0.17467676053912093,130,-0.007008061207718025,0.040120169312096256
ZH403139,-0.174633307132502,110,-0.0147466889326558,0.08444373627687665
ZH878249,-0.17448254104720776,34,-0.007884893789539315,0.0451901590968118
ZH330695,-0.17413180635449219,114,-0.007946535725425847,0.045635176546945905
ZH938680,-0.17367025501214337,43,-0.007737240745760443,0.0445513294445237
ZH636006,-0.17358770490030373,98,-0.006485625145546368,0.03736223800684066
ZH727399,-0.17318356892712003,84,-0.006948160604032168,0.04012020682491032
ZH973829,-0.17312552904717227,34,-0.004271197220345423,0.02467109988834536
ZH931147,-0.173078149326056,45,-0.009890960900351279,0.057147369202094
ZH832254,-0.17288099919298883,66,-0.0046026085944437635,0.026622987002208522
ZH073156,-0.1723159996574692,131,-0.007553159779459659,0.04383318899274517
ZH910777,-0.17229089349255908,50,-0.009512640173772766,0.055212669578404615
ZH731681,-0.17206923619064843,83,-0.0102772595414482,0.05972746650691964
ZH591696,-0.1712355864682404,101,-0.0017356730309424776,0.010136170096070528
ZH904486,-0.17057850999587382,51,-0.006289109113378066,0.03686929328630081
ZH903139,-0.17057030342845783,51,-0.007556586961972575,0.04430189083378179
ZH910807,-0.17043069059571203,50,-0.005805113902614148,0.03406143507559197
ZH659931,-0.17026496140958994,96,-0.00886812231914819,0.05208424708014355
ZH524156,-0.17017260996832384,105,-0.004136749508508739,0.02430913828775829
ZH878335,-0.16990454939404212,57,-0.014857637823290243,0.08744696876145708
ZH856138,-0.16969945297331893,61,-0.006505811392829038,0.03833725612451984
ZH611998,-0.16947225158467039,100,-0.01256485587448944,0.0741410806606997
ZH731782,-0.16889195603712231,83,-0.007264760756983154,0.043014249627059596
ZH874214,-0.16886450438984127,58,-0.0061461842075108885,0.03639713526367734
ZH231457,-0.1687021989945624,119,-0.01341796189923456,0.0795363781812177
ZH922420,-0.1686139199192978,47,-0.010053963284083726,0.05962712502559555
ZH651054,-0.1684057023360129,74,-0.006858243582889657,0.040724533004266615
ZH777070,-0.16788145591541204,76,-0.009738018933350195,0.058005328106379705
ZH947703,-0.1676547580117521,11,-0.01693757177048051,0.10102649021922325
ZH709768,-0.16765353539725603,87,-0.005212946831127199,0.031093569358827365
ZH950610,-0.16753749809491425,40,-0.013431571356527144,0.08017053799453193
ZH945813,-0.16731333646893445,41,-0.006953218419171763,0.04155806444313414
ZH253073,-0.16681034031218034,118,-0.005375464487121581,0.032225007616803414
ZH233438,-0.16647775525596628,119,-0.009766381902640736,0.0586647861008489
ZH089783,-0.16635791252165172,130,-0.01130489971499802,0.06795528714948662
ZH787919,-0.16635724242076452,75,-0.00730819133144315,0.04393070734461123
ZH182302,-0.16626816776176015,125,-0.002461590934447057,0.014804944130822352
ZH966178,-0.16612008683018153,36,-0.0013988211464646923,0.008420541869175976
ZH834015,-0.16582743563871222,39,-0.007113508374843937,0.04289705347878694
ZH752048,-0.16580239493878104,80,-0.006164407811197413,0.03717924468746961
ZH838939,-0.165308884288673,65,-0.012266194846989105,0.07420166738025458
ZH204584,-0.16508860099850714,121,-0.001676576942332421,0.01015561905662755
ZH895289,-0.1650320484840489,53,-0.007317479496685595,0.04433974833314187
ZH334384,-0.1649292446510419,114,-0.008315574835934446,0.050419043957477525
ZH799137,-0.1647319503952113,62,-0.010142285586723646,0.06156841804149779
ZH677086,-0.1644177847657722,94,-0.0070164256185456875,0.04267437144066386
ZH625521,-0.1643901729664383,99,-0.004363709861892814,0.026544834056374554
ZH752786,-0.16436397448214107,80,-0.0056046131389789035,0.03409879297843258
ZH879610,-0.16414414283747328,57,-0.004243616822395158,0.025852989628737222
ZH954315,-0.16411800396746581,39,-0.006420624572427079,0.03912200012924774
ZH881567,-0.16399716496904745,56,-0.0060760473999417605,0.03704970998180696
ZH676262,-0.1638731880042301,94,-0.00793069197526888,0.04839529926679746
ZH470529,-0.163833684873132,108,-0.006481510079321349,0.039561522920884315
ZH331206,-0.1636198650557991,114,-0.009045429631686972,0.05528319943670788
ZH644876,-0.16310679714075638,97,-0.006756578802347329,0.0414242626352144
ZH236541,-0.1631067218345133,119,-0.007460951866677817,0.04574276144331829
ZH256790,-0.1630473209011902,118,-0.013290036977254864,0.0815103057431338
ZH195001,-0.1620886809180904,123,-0.009910729412218218,0.06114387109625803
ZH723902,-0.16200411909250906,84,-0.00785332845869309,0.04847610358727121
ZH853017,-0.1618769713296954,52,-0.013220608857379303,0.08167072035498393
ZH968805,-0.16182655930899578,24,-0.005803792690664302,0.03586427787531706
ZH869710,-0.16167508268068556,59,-0.008732128812670393,0.05401035625209284
ZH243685,-0.1615957840091781,118,-0.0020050768328005743,0.012407977380688922
ZH336169,-0.16128476609939563,114,-0.009778674037169002,0.060629867740532035
ZH881135,-0.16094961732935,56,-0.005848102483465008,0.036334988429938785
ZH592897,-0.16083328173173153,101,-0.007204082743465036,0.04479223868279565
ZH691714,-0.1603702483340577,91,-0.000727390825707097,0.004535696821968577
ZH897279,-0.16033981673706554,52,-0.007490838237718923,0.046718515651061464
ZH010134,-0.15970284889219147,134,-0.003921390011226874,0.024554289660004974
ZH760586,-0.1595553120706985,79,-0.011595909312429833,0.07267642275232879
ZH777455,-0.15948846528106608,76,-7.92059181954248e-06,4.966247437132236e-05
ZH709197,-0.15946246690205607,87,-0.007107964118047629,0.04457452751194069
ZH557878,-0.15921671058762937,103,-0.005423395584339709,0.03406297972319175
ZH950839,-0.15908925197402707,40,-0.007438707868262543,0.04675807935458134
ZH657917,-0.15904160298188827,96,-0.005912844403270698,0.03717797288514537
ZH357379,-0.15900047315242358,113,-0.004971872390485571,0.03126954462405502
ZH570204,-0.15878805504588536,102,-0.009291161476497417,0.05851297488222605
ZH969085,-0.15860026945222155,35,-0.00014281506007566031,0.0009004717367058665
ZH427870,-0.15831059555506524,109,-0.005914062259021713,0.037357336938099145
ZH953392,-0.1581423104309207,39,-0.00019399337168824973,0.0012267012614121974
ZH946207,-0.1578710129601248,41,-0.0002495550729345288,0.0015807529720326915
ZH739707,-0.15782059219303876,82,-0.006738607998590395,0.04269790085661347
ZH657024,-0.15742061601748084,97,-0.009295660919683157,0.05904983193974363
ZH486116,-0.1572787164399282,107,-0.0061472121150812605,0.03908483140138772
ZH946598,-0.15720104882069358,41,-0.0006077259598218442,0.0038659154272884504
ZH073625,-0.15692198590728462,131,-0.010085283687802588,0.06426941151357433
ZH946918,-0.15688604278771698,41,-0.0015085464442359897,0.009615555453057152
ZH606375,-0.15668111875814367,100,-0.009180372505586164,0.0585927173506923
ZH765439,-0.1565604310100619,78,-0.001330247325668985,0.008496701989684047
ZH001736,-0.1565469251370233,136,-0.0068220557136380615,0.04357834373090888
ZH915162,-0.15582229593618896,49,-0.004136584132273105,0.02654680517585933
ZH613707,-0.15576665345336313,99,-4.53905581635901e-06,2.9140099730768195e-05
ZH428912,-0.155725892172352,109,-0.0009802369638927774,0.006294630585952176
ZH938101,-0.1554935948484768,43,-0.011264983419593087,0.07244660740251345
ZH875297,-0.1551351302631751,46,-0.005233172261049424,0.033732992985997044
ZH251869,-0.15483912222297502,118,-0.006787073559145083,0.04383306661588667
ZH944649,-0.15475022104388558,42,-0.002742742394150458,0.017723673514964768
ZH866227,-0.15467773584007968,59,-0.010930435799362743,0.07066586370687279
ZH424365,-0.15464957775716626,110,-0.0018329316157164315,0.011852160492766012
ZH944264,-0.1545610148698298,42,-0.0017384576294212236,0.011247711014872286
ZH703530,-0.15430358963534427,88,-0.006854119550505435,0.04441970252735749
ZH944150,-0.1542566434108028,42,-0.0022967331774392903,0.014889038985003914
ZH949817,-0.15423315458692044,40,-0.00012315625358104058,0.0007985070000732818
ZH942391,-0.1541617798023917,42,-0.002200717264521951,0.014275375306012186
ZH417663,-0.15392686548661644,110,-0.010295607386134133,0.06688635771011209
ZH941895,-0.15387948210876595,42,-0.0014647041066888596,0.009518514662361349
ZH184669,-0.15386160106076208,124,-0.007054534095868357,0.04584986798026639
ZH213732,-0.1538604548909037,120,-0.006458127132988908,0.04197392460309641
ZH108383,-0.15377633471753563,128,-0.005781576650163082,0.037597310800670226
ZH942421,-0.15363694604181552,42,-0.0014625632432422255,0.009519606324667234
ZH235453,-0.15337664079426283,119,-0.0005320223136073339,0.0034687310326543194
ZH295375,-0.15315752661543588,116,-0.007576967655741249,0.04947172903076648
ZH917039,-0.15315415709382632,48,-0.008121427240053146,0.05302779496267766
ZH192499,-0.15290460528593086,123,-2.808641326390706e-06,1.8368585570974533e-05
ZH658838,-0.15288493787509358,78,-0.010339702001062101,0.06763061256897392
ZH705747,-0.15275660051747247,87,-0.009010918874045567,0.05898873661446064
