PortCode,IR,num_week,mean,std
ZH926319,-0.046523028646969715,23,-0.0036757894832325087,0.07901010725517182
ZH857514,-0.04620666362394085,61,-0.0023115535917124087,0.05002641200250463
ZH156068,-0.04617570371223104,126,-0.0009418859207491768,0.02039786825164702
ZH136445,-0.04611963153580059,128,-0.002838380336362196,0.0615438641169301
ZH929980,-0.04595135659550499,18,-0.002612135366893379,0.05684566377195708
ZH924005,-0.045895115777056544,47,-0.002915515532364247,0.06352561668058247
ZH796462,-0.04580181495306753,74,-0.0012451919643548279,0.027186520133116086
ZH127176,-0.045779234631067756,128,-0.0010346988549689113,0.022601925595905882
ZH091063,-0.04575209895401763,129,-0.003533888111594309,0.07723991231847054
ZH621501,-0.045678747720377694,99,-0.0015457369919805396,0.03383930315784407
ZH629221,-0.04551672681199373,98,-0.0012288907065685156,0.026998661649033622
ZH165085,-0.04543454224282602,126,-0.002703060682114892,0.05949351635740751
ZH666857,-0.04518047027716212,96,-0.0026079286785739273,0.057722477490283815
ZH305494,-0.04514753248195918,115,-0.0009418514827848376,0.020861638078696742
ZH114698,-0.04504944406456944,128,-0.002484684548619163,0.0551546106775005
ZH007683,-0.04491696066884197,134,-0.0011232978976708338,0.02500832382566
ZH987161,-0.04486901481914847,31,-0.003672393466247765,0.08184698240088215
ZH483049,-0.044635403677949374,107,-0.0012875957978494368,0.028846962091787474
ZH500969,-0.04449290261120104,106,-0.0017737484305592331,0.03986587357671499
ZH752293,-0.04441715370212791,80,-0.0026034636704146408,0.0586139239779769
ZH119708,-0.04438881856217936,128,-0.002807898784128953,0.06325689385482697
ZH837276,-0.04430133542979515,60,-0.0036991394397480675,0.0834995018515895
ZH949557,-0.04417601614552936,40,-0.002226971838094077,0.05041133249222266
ZH727723,-0.04406179079906686,84,-0.0013339889005368484,0.030275412695325573
ZH953116,-0.04404743829426871,39,-0.0008471675319299212,0.01923307154141928
ZH1015131,-0.044034002102310524,24,-0.0016801479900091243,0.038155695821274545
ZH786562,-0.04399125978379106,75,-0.0023827726824750743,0.0541646839437189
ZH101745,-0.04394965603773648,128,-0.002964942730957202,0.06746225109046164
ZH182386,-0.04389973965835579,114,-0.004089127199849655,0.09314695785607782
ZH670683,-0.0438976960388688,95,-0.002165097583220469,0.04932144004330896
ZH362998,-0.043880243140787464,112,-0.0016091291166103283,0.036670925260088506
ZH303002,-0.04380932007942323,115,-0.0020277879317801934,0.04628667890996609
ZH831362,-0.04378992244989238,60,-0.0024697917570559043,0.05640091644103777
ZH850930,-0.04370804246826162,62,-0.0021009555404752777,0.0480679394873581
ZH115670,-0.043636094097829814,128,-0.0017222374544489567,0.03946818545646619
ZH769725,-0.04353071090677745,78,-0.0030330232743247857,0.06967548223184573
ZH695115,-0.04350289614600814,90,-0.0018198009596625993,0.04183171974469993
ZH722359,-0.04330360291618208,84,-0.0021708468353679607,0.05013085954002084
ZH708665,-0.04327953925496592,87,-0.0022393841619757246,0.051742329066471665
ZH869738,-0.04325927535800531,59,-0.001662163439981237,0.038423284399137454
ZH481066,-0.04317975313647755,107,-0.002953305844279742,0.0683956166897313
ZH704079,-0.04308088918025529,88,-0.001734111245001871,0.04025244784865406
ZH014022,-0.042993538370085876,134,-0.0019181972788089188,0.04461594350056021
ZH025005,-0.04293407080997604,133,-0.0014555653264768241,0.03390233674600949
ZH750405,-0.042883330867342875,80,-0.003139335638602625,0.07320643184910192
ZH239944,-0.042579281939508835,118,-0.0014482472350852422,0.03401295581129634
ZH348686,-0.04257816556360377,113,-0.0022213370437968514,0.05217080196840777
ZH889315,-0.04253511061316209,54,-0.0020453905206047614,0.04808710947543262
ZH712947,-0.04253187338674534,86,-0.0009976840101710777,0.023457325782456517
ZH880629,-0.042512744083930736,37,-0.0021675836783346526,0.050986679995422154
ZH371578,-0.042456467326877856,112,-0.002171748534561268,0.051152360789716536
ZH675937,-0.04242211268793704,94,-0.0007329745518483302,0.01727812467144654
ZH786591,-0.04240333444913688,75,-0.0010660718965277295,0.02514122793353647
ZH596470,-0.04235419942172523,100,-0.0021395819212846456,0.05051640570467647
ZH438013,-0.04226700201408722,109,-0.0021685697866511864,0.05130644908121047
ZH276499,-0.042125636583928275,117,-0.002892584243204392,0.068665650605455
ZH845014,-0.04186362206918153,64,-0.001003460804002397,0.023969755945726163
ZH918249,-0.0417666384386539,48,-0.0014542804518505976,0.034819188381335
ZH028884,-0.04173334698128296,133,-0.0010172017464013666,0.02437383579269529
ZH603690,-0.04170465774633138,100,-0.0018324625036691305,0.043939037093052906
ZH926599,-0.041613546303697124,46,-0.0019413769504655533,0.046652523586846364
ZH674424,-0.041584830889258566,95,-0.004611067006208466,0.11088338963041239
ZH490019,-0.04156115959147727,107,-0.002117204391617463,0.05094189893709383
ZH850189,-0.041462216824637146,63,-0.0020201083494302404,0.04872166768058281
ZH240008,-0.04142971859405461,118,-0.0014881305445676933,0.035919397839724844
ZH027629,-0.04138330896130514,133,-0.001856284357824621,0.04485587074635121
ZH086682,-0.041346308914849444,130,-0.0017638294061552275,0.04265990005994832
ZH091892,-0.04134142195274287,129,-0.0022706886777038356,0.054925267938278614
ZH280800,-0.04116522367961021,116,-0.0028128747197622606,0.0683313357326787
ZH248760,-0.04116294628377026,118,-0.0013202873913554765,0.03207465719906546
ZH856218,-0.04111731001991348,61,-0.0036121440703326874,0.08784971751759281
ZH234185,-0.041090689761035075,119,-0.0018372393467900254,0.04471181568074376
ZH711588,-0.04099260791627908,86,-0.0019407821275446281,0.04734468544934659
ZH815692,-0.040920906017971916,70,-0.0018098247012903735,0.04422738588670355
ZH614432,-0.04087242901414622,99,-1.6352702373070477e-06,4.000912783385274e-05
ZH792226,-0.04084306965778906,75,-0.0015523876870569644,0.03800859485009137
ZH736678,-0.040774472621477154,82,-0.0009033370513306063,0.022154475416925227
ZH673226,-0.04076239165648302,95,-0.0028914783390891216,0.07093495306792796
ZH167283,-0.04068423590636976,126,-0.0017232328066318359,0.04235627800894833
ZH670146,-0.0406124236906238,94,-0.0026019812550985176,0.06406860311809555
ZH182729,-0.04060145322129875,124,-0.0018856114685265723,0.04644196990312199
ZH268244,-0.04059523460087292,117,-0.0020127538529424835,0.049581037595462084
ZH854935,-0.04058974173035632,62,-0.0009922779450845913,0.02444652029757767
ZH677165,-0.040410139858170185,94,-0.0020103994866115973,0.04974987697809543
ZH461385,-0.04038362252820282,108,-0.003217122695309563,0.07966404433041667
ZH956575,-0.040370412930579795,38,-1.369253836798839e-06,3.3917261117774105e-05
ZH326296,-0.040369651959577445,114,-0.0010671457286436027,0.026434355433932077
ZH201653,-0.040311651067858785,121,-0.002305343432264358,0.05718801813360729
ZH503064,-0.04019495569923411,106,-0.0013767544737686103,0.034251921660778034
ZH772878,-0.040168780303550485,77,-0.0015044402657217939,0.03745297353698384
ZH818078,-0.0400623981669402,70,-0.0025289958557192923,0.06312642206741981
ZH187820,-0.0400122067239474,124,-0.0015302480320910645,0.03824452979183494
ZH151847,-0.03994545095613666,127,-0.0011388457284838905,0.02851002307457826
ZH672899,-0.03993382246434484,95,-0.0017103803268036805,0.04283036837584992
ZH023133,-0.039791035011338266,133,-0.0012112936133260959,0.030441369845769117
ZH094533,-0.0397788101887489,129,-0.00014413182090316611,0.0036233316235268534
ZH200465,-0.039725764816306554,122,-0.0018062973369006503,0.045469164539765
ZH731462,-0.03972306300851893,83,-0.0021184433544713184,0.05333031226763659
ZH898027,-0.03970541477405423,33,-0.0014319717758784435,0.03606489905790318
ZH624401,-0.039685337052603964,86,-0.0008790713620644642,0.02215103681491307
ZH238909,-0.03958546600700871,118,-0.00022649475534926205,0.005721664494467756
ZH053264,-0.03949532109341193,132,-0.00201006051001799,0.05089363636932884
ZH905924,-0.039491651026808614,51,-0.003010513735235641,0.07623165041117111
ZH224119,-0.039465510424984786,119,-0.0010574058873707216,0.026793163853299617
ZH891858,-0.03942294561516936,54,-0.003079714338444837,0.07811984341575454
ZH612414,-0.03941270616832729,99,-0.0011424785782827224,0.028987569983226307
ZH010558,-0.03929311204478564,134,-0.0013301311229269562,0.0338515086667326
ZH928116,-0.03927882121580303,46,-0.003136879331352479,0.07986185008246684
ZH944399,-0.03921705382859064,42,-0.0031026868917429632,0.07911575676500698
ZH909373,-0.039164377698074716,50,-0.002342185613507613,0.05980397879838526
ZH376222,-0.039123990558848666,112,-0.0007731031142273584,0.01976033383058124
ZH456550,-0.03908887404039401,108,-0.0021078662991869767,0.053924968445208506
ZH552670,-0.03903715588046696,103,-0.0011920908855711856,0.03053733958543001
ZH951267,-0.03903230268414348,27,-0.0020854063259892236,0.05342770430083801
ZH703150,-0.03896754830542767,88,-0.0012269680642650568,0.03148691969656598
ZH534670,-0.0389669126047636,105,-0.003853064593553415,0.09888041766702318
ZH769368,-0.03881774399259776,78,-0.001666495884949546,0.04293129155747263
ZH452349,-0.03862254903723899,108,-0.0022831916771406664,0.05911550982663689
ZH808434,-0.03861254148794529,71,-0.0008660007913714943,0.022427966613952542
ZH783562,-0.038595767617957695,76,-0.0018614684695652977,0.04822986001965668
ZH534235,-0.038518073379988006,105,-0.002179238833991765,0.05657704663712449
ZH553600,-0.03851670796157795,103,-0.0008054023246930438,0.020910466322731077
ZH937480,-0.03840176932744624,43,-0.002798685887397361,0.07287908699032532
ZH786624,-0.03839194045454386,48,-0.0017618249113906716,0.04589048874663358
ZH018315,-0.03834488576522233,134,-0.0014801487233904664,0.03860094231217966
ZH557858,-0.038333861966602586,103,-0.0018052615573470655,0.04709313032221628
ZH186246,-0.03830694572708046,124,-0.0016894482821494029,0.04410292311441252
ZH867318,-0.038084604742004965,40,-0.0017736692665424943,0.04657181762966406
ZH158424,-0.03805171643769565,126,-0.0004531747104917881,0.011909442015153197
ZH549596,-0.03804777721575615,104,-0.0023111763683437486,0.060744057536865945
ZH499557,-0.03796496210176274,106,-0.0029603083307061587,0.0779747474202986
ZH200040,-0.03793828436475338,122,-0.002901096463935809,0.07646883649359423
ZH883522,-0.03785085771326164,56,-0.002844212574750184,0.07514261886207323
ZH549376,-0.03762023095415921,104,-0.0005541160839623148,0.014729204736608692
ZH197511,-0.0376192095910153,123,-0.0022819898933141834,0.06066022965722271
ZH079385,-0.037611851601899206,116,-0.0014620029496421412,0.03887080500892749
ZH240050,-0.037466514225746025,118,-0.0019047586482018955,0.050838960804445325
ZH782149,-0.037456867837269314,76,-0.002155480185270044,0.05754566010790034
ZH868571,-0.03740984698104881,46,-0.003626702442354337,0.09694512902422624
ZH639525,-0.03739200605579214,98,-0.000883920675768792,0.02363929537371986
ZH222650,-0.037374767733390137,120,-0.002733998350750042,0.07315091214085387
ZH720734,-0.03736138366618435,85,-0.0006436048509664052,0.017226472571703216
ZH109261,-0.03712516290444051,128,-0.0012230136006778363,0.03294298273723002
ZH142513,-0.03711775901071524,127,-0.001736598459336335,0.04678618821882565
ZH486800,-0.03701356856051365,107,-0.0015737508351306388,0.042518214166723925
ZH510102,-0.03698400516778155,106,-0.001067754270786415,0.028870704131216816
ZH503089,-0.03697328603093383,106,-0.0017242091512373473,0.04663391697981027
ZH194038,-0.036920591741791596,123,-0.0015573108404490202,0.04218000760497699
ZH671996,-0.03691654561288693,59,-0.0015883807877769922,0.04302625723525215
ZH859945,-0.03684512555035086,60,-0.0015781380165373134,0.04283166342806193
ZH854400,-0.036815422373335606,62,-0.0014412355372587016,0.03914760294323144
ZH149901,-0.036787148398336744,127,-0.000820488839996046,0.022303681468095058
ZH120761,-0.03677364694703315,128,-0.0014679494113035052,0.03991851592576236
ZH142520,-0.03676650404708738,127,-0.001251669839651168,0.0340437545557265
ZH248730,-0.03672359797035642,118,-0.0013736628420305843,0.037405453657874586
ZH294715,-0.03667656522186272,116,-0.0017439034395721944,0.04754816676597247
ZH424498,-0.03666855050994636,110,-0.0017458069358781293,0.04761047032400636
ZH927572,-0.03666731066429306,46,-0.001159635707797735,0.031625872931199124
ZH000423,-0.03650210454854276,138,-0.0006006926893762754,0.016456385099040988
ZH786337,-0.03648105724671314,64,-0.003082671994093715,0.08450062105509447
ZH026690,-0.036476342233652516,133,-0.0029704400648215934,0.08143470213636472
ZH011593,-0.03636059749365181,134,-0.001666784995765727,0.04584041821801005
ZH412097,-0.03620269984310535,110,-0.0013086843492582903,0.03614880533578558
ZH080816,-0.036190382779173545,130,-0.001519131735549,0.04197611682690501
ZH016332,-0.03616070238322565,110,-0.002148432457185076,0.059413460347542864
ZH254466,-0.036108468250804694,118,-0.0010559642552215387,0.029244227362040097
ZH617895,-0.03608974533956665,76,-0.002769072755107121,0.07672741187428868
ZH523265,-0.03604551137557785,105,-0.0003441079794843906,0.009546486271173734
ZH233281,-0.035989753726674456,119,-0.0019298068818144481,0.053621008258918336
ZH673573,-0.03583292680143039,95,-0.0011166347901648973,0.031162254659039552
ZH359186,-0.03581457341947969,113,-0.001543796555020251,0.043105261563176234
ZH483722,-0.035723986950243695,107,-0.0030048638333708146,0.08411333924054959
ZH705460,-0.03570583549235532,87,-0.0010420499652514469,0.02918430421477048
ZH456506,-0.03563209326278159,108,-0.001748263292689181,0.049064288190873016
ZH086093,-0.03511006804296598,130,-0.0015570363822734355,0.044347290366057134
ZH572404,-0.03499840619465258,102,-0.0014985904010607972,0.042818818454932024
ZH737888,-0.03499795963163817,82,-0.00018118718766938646,0.005177078594764513
ZH871549,-0.03494402039068131,58,-0.0027116346051980905,0.0775993882467289
ZH799192,-0.0349308147916869,73,-0.0019782354421670804,0.0566329601517877
ZH034090,-0.03467819684660412,133,-0.001363915798985639,0.03933064354582211
ZH075216,-0.034494417098330156,131,-0.0016062837842199936,0.046566485806706165
ZH035378,-0.034444279482847756,133,-0.002692690615888036,0.07817526324593078
ZH256859,-0.03439850169806162,118,-0.0012611353845763205,0.03666250918851464
ZH501918,-0.03430984971313052,106,-0.0013691496113747547,0.03990543889939499
ZH629438,-0.0342745135314129,98,-1.5118413335187907e-06,4.4109782393648696e-05
ZH627651,-0.03425584486395292,98,-0.0006798718403902319,0.019846885782275777
ZH010630,-0.03420680565896001,134,-0.0004229299640645092,0.012363912850591718
ZH599954,-0.03411042073584465,100,-0.0021633152197895805,0.06342094800127396
ZH344565,-0.03404965961839119,113,-0.0016920569230075156,0.04969379846879842
ZH237936,-0.033969208583283866,118,-0.0013574794115718497,0.039962055879036895
ZH659545,-0.033945418620853075,96,-0.0020875480278886374,0.0614971949883756
ZH026434,-0.03393987298768597,133,-0.0023059452927906557,0.06794207195846892
ZH225723,-0.03375968483684442,119,-0.0018491178407694325,0.054772959217657
ZH261092,-0.03372724083794738,117,-0.0009952240002554648,0.029508017125898803
ZH085575,-0.03360246531890188,130,-0.002064055236191921,0.061425708399760165
ZH770873,-0.03357553742399473,77,-0.0012386564540156854,0.03689163447702495
ZH025909,-0.033446133071173126,133,-0.001864131035020623,0.0557353231554083
ZH254461,-0.033428482964743565,118,-0.001392460673082033,0.04165491669336705
ZH126421,-0.0332531745393253,128,-0.0011773284696295723,0.03540499473929204
ZH080225,-0.03320889443188761,131,-0.001005812992874453,0.030287457925990406
ZH026743,-0.03318050810413706,133,-0.0017538760368966358,0.052858625051554184
ZH817284,-0.033039973444938996,70,-0.001994075740296783,0.060353430477778795
ZH754203,-0.032975053634521634,80,-0.0023169467223282765,0.07026362255564798
ZH925039,-0.0329036348060896,46,-0.0015108725939671102,0.045918106095910335
ZH598713,-0.03286154498952467,100,-0.0014089321711465174,0.04287480006176353
ZH197240,-0.032702032718304436,123,-0.0011577163850434512,0.03540197011653768
ZH195880,-0.03267470279900102,115,-0.0014586930850336312,0.04464288761880426
ZH221737,-0.03262717831691294,120,-0.0024936191187308024,0.07642766697474988
ZH196773,-0.03260542065564771,123,-0.002268061516687651,0.06956087273466265
ZH156131,-0.032581619329345786,126,-0.0008577319520585292,0.02632563910922569
ZH817475,-0.032454759353637785,34,-0.0014076358146010964,0.043372246247862484
ZH684232,-0.032441826802885765,87,-0.0015776345503328503,0.04862964591724275
ZH001328,-0.03242597021153105,137,-0.0006061769932717021,0.0186941821421935
ZH826348,-0.03241257024170391,68,-0.0015880136226828368,0.04899375800317142
ZH105576,-0.032400083302149586,128,-0.0012745585801639835,0.03933812664239116
ZH683572,-0.03222194748760678,93,-0.0019460390231630367,0.0603948294531708
ZH013160,-0.03221399540513762,134,-0.0006652936188154533,0.020652316188924193
ZH286874,-0.03220423558242741,89,-0.0019409998037853862,0.060271568900226086
ZH929921,-0.032192492541659685,45,-0.001160457986466578,0.036047472402606036
ZH353960,-0.032166559928219526,113,-0.0018902431679318126,0.058764231305739156
ZH007823,-0.03213291003108096,93,-0.002118184865181442,0.06591948451393295
ZH646524,-0.03207060619478096,97,-1.4510363375383563e-06,4.524505488687932e-05
ZH867537,-0.032056086426072834,59,-0.002546957121496071,0.07945315244173107
ZH170253,-0.031993620413760616,125,-0.0015332366423696736,0.04792319914223339
ZH068878,-0.031989864171694866,132,-0.002056915051119638,0.06429896169861292
ZH726987,-0.03195582617679593,84,-0.002039678683068007,0.06382806915344527
ZH608547,-0.0319236200302004,100,-0.0006654906027581552,0.02084633892173217
ZH845777,-0.03188697178479585,63,-0.002095254182316462,0.0657087852825055
ZH807152,-0.03183274345052965,72,-0.0018021902161165528,0.05661435430211299
ZH818596,-0.0318295482838893,69,-0.0013882544165284977,0.0436152723295533
ZH887450,-0.031793115520462954,55,-0.0014501254493962416,0.04561130375734645
ZH903957,-0.03167047828041723,51,-0.0009254831330376709,0.029222265759400408
ZH582559,-0.03160872075189935,101,-0.0019399141357717745,0.061372750608871325
ZH292918,-0.03158950872163192,116,-0.001242461016409535,0.0393314447324317
ZH791706,-0.03152732985560743,75,-0.00192077189233528,0.06092402690403079
ZH344598,-0.031467440844247525,113,-0.0011638520305790202,0.03698591303753196
ZH394280,-0.03129544023363573,111,-0.0014753786205740473,0.04714356499092603
ZH801835,-0.03128279579023884,73,-0.00211321979159327,0.06755213970525797
ZH084982,-0.03120508199447194,130,-0.0014109082493966116,0.04521405358417445
ZH384265,-0.0310997318450889,80,-0.0006143036740359595,0.01975270002634981
ZH227596,-0.031098606677970275,119,-0.0014005256894887201,0.045034997998184556
ZH417699,-0.031066175764114638,110,-0.0012787670863127242,0.04116268111087757
ZH510322,-0.030999003483482074,106,-0.0006748282079169656,0.021769351659208985
ZH842432,-0.030987622938065267,64,-0.00193872162059113,0.06256438657673222
ZH315708,-0.03071609383190719,115,-0.0015143270369448202,0.04930076868601604
ZH007901,-0.030694473090714148,134,-0.001289118607176858,0.041998395065033674
ZH946627,-0.030533991328447432,41,-0.0016392155827924615,0.05368494295946376
ZH121047,-0.030510202427779225,128,-0.0016473817331027864,0.053994454379721266
ZH684578,-0.030334854104800222,92,-0.0016297671816233117,0.053725894840068324
ZH000283,-0.03017783846647242,139,-0.0004836577104232277,0.01602691693643239
ZH202318,-0.03006920411638128,121,-0.0014080404611756065,0.046826662113365544
ZH414237,-0.030057728026585826,110,-0.0020568052826369066,0.06842850134307152
ZH596076,-0.030026955913416076,100,-1.3135848469197506e-06,4.374685368398731e-05
ZH811777,-0.030009017721956896,71,-0.0020165299990356936,0.06719746769852603
ZH563242,-0.02999782154273019,103,-0.0013365635537734468,0.04455535385693218
ZH002387,-0.029923200770193493,135,-0.0012689586464958232,0.04240718284923026
ZH090285,-0.029899534101332143,130,-0.0011294526911840355,0.03777492610273529
ZH810323,-0.029891181005775695,71,-0.000379351495794983,0.012691084227206786
ZH755994,-0.02980840050147384,80,-0.0008977504788174294,0.03011736502846039
ZH197778,-0.029806272650766873,123,-0.0006399038335624459,0.021468764010181666
ZH192065,-0.029751742998556034,123,-0.0012112138298101718,0.04071068474438478
ZH935465,-0.029740534919896307,44,-0.001776432402900664,0.059731017202122934
ZH694351,-0.029706219401914667,90,-0.0018301340710584375,0.06160777466487301
ZH010495,-0.029613863451056266,134,-0.0008524412858696917,0.02878521025392541
ZH587126,-0.02956510942632312,101,-0.001290276304787459,0.04364185791372953
ZH006838,-0.029550997130306525,135,-0.0007109637783735817,0.02405887609269336
ZH055239,-0.02954223938525328,132,-0.0005895396043821882,0.01995581975672674
ZH829882,-0.02951179873216162,67,-0.0015977348037789973,0.054138848610329006
ZH928003,-0.029488023152085763,46,-0.0014485596036140865,0.04912365932918179
ZH959082,-0.029414146315016633,38,-0.002274099693282953,0.07731312916336348
ZH412878,-0.029403780424415417,110,-0.0015909588701605655,0.05410728985173326
ZH934566,-0.029319850177912207,44,-0.0017853736747324494,0.060893001290894776
ZH289671,-0.029246491291731153,116,-0.001961356161538436,0.06706295609870197
ZH844827,-0.028974212606761796,64,-0.0018666820932775755,0.06442563663807528
ZH137864,-0.02885031522847093,128,-0.0019739672496412526,0.06842099415583658
ZH170849,-0.028709100012919916,125,-0.0016502124296316483,0.05748046538864003
ZH379240,-0.028684528149330656,112,-0.0008789569694934163,0.030642197247156965
ZH424981,-0.028676537651459687,110,-0.0008243197452705504,0.028745441841323233
ZH462281,-0.02862534294437052,108,-0.0014979277548019512,0.052328726950554655
ZH561369,-0.02859042960916416,103,-0.0012216906951366714,0.04273075682448227
ZH570010,-0.028566147181366224,102,-0.0021217381227387954,0.07427456384887672
ZH070030,-0.02854811284957082,131,-0.0018948126317931292,0.06637260549506392
ZH666028,-0.028454862561486636,96,-0.0014435143379120227,0.05072997048545947
ZH312213,-0.028444674178964114,115,-0.0003444278735481191,0.012108694632292052
ZH149013,-0.028416125911961774,127,-0.0011250582914929736,0.03959224754910662
ZH525896,-0.02839121160635089,105,-0.0016988234757506879,0.059836244373969394
ZH267469,-0.028311829694077858,117,-0.0009933822889365898,0.03508718085939819
ZH542977,-0.028291485953024633,104,-0.001778101129579398,0.06284933681220452
ZH943275,-0.028274253293755453,42,-0.0013240816272332087,0.04682994148339332
ZH739927,-0.028252055053944337,82,-0.0018879871635422883,0.06682654270414576
ZH905605,-0.028156406051206423,51,-0.00051352242892396,0.018238209379068
ZH100349,-0.028151661954154472,128,-0.0016593373920673533,0.05894278621168499
ZH916245,-0.028120533178836178,48,-0.0006874466450898297,0.02444642997051029
ZH906583,-0.028030042633830916,50,-0.0013043933739133047,0.04653554726809314
ZH427928,-0.028003675180942933,109,-0.0011049701569491143,0.03945804076820134
ZH731506,-0.027985069570415032,83,-7.62060339171273e-07,2.723096103991466e-05
ZH869627,-0.02776820559095609,59,-0.0010586715436693276,0.03812531350654252
ZH657941,-0.027764836767539887,66,-0.0007993375431682332,0.02878956393155337
ZH430883,-0.02774960336349497,84,-0.0016574883532448135,0.05973016376245813
ZH189311,-0.027618689999029833,124,-0.0011904667966167143,0.04310366627303945
ZH300174,-0.027554695807915707,115,-0.002232081998192456,0.08100550315461078
ZH167829,-0.027456942998426048,125,-0.0012516639600842158,0.04558642818160662
ZH210832,-0.02742956116803095,82,-0.0017487901169154201,0.0637556724368463
ZH904669,-0.027160859969080662,51,-0.002064479540022643,0.07600935840664846
ZH293275,-0.027155700730683206,116,-0.0012697659527407604,0.04675872537165107
ZH878518,-0.02713173719495019,57,-0.001081475055669029,0.039860147837135734
ZH279882,-0.026961650570164013,116,-0.0017634231302937017,0.06540486554058082
ZH610827,-0.026941465512740112,100,-0.000768654065418371,0.028530521662041324
ZH460139,-0.026753211551501344,108,-0.0011529798064640964,0.043096874715192586
ZH940545,-0.02675235510510882,43,-0.0021445975690979843,0.08016481392654798
ZH128445,-0.02673997520826917,128,-0.00191582279257336,0.07164639374762412
ZH008726,-0.026738403522787065,134,-0.0005966712443334623,0.02231514098532344
ZH775493,-0.026524181216768458,52,-0.0006622383110187259,0.024967342275585946
ZH923974,-0.026450395804754993,47,-0.0009556205625152857,0.0361287811936445
ZH892192,-0.026379400665782895,54,-0.001419824991024245,0.053823246745174184
ZH967064,-0.026316697419227104,36,-0.0007387450431479263,0.02807134312408804
ZH025195,-0.026309925547702614,133,-0.001974477550831827,0.07504686956456395
ZH833892,-0.026250306201952362,66,-0.0009644949498007668,0.03674223616214552
ZH937389,-0.026143802502439525,30,-0.0011822182700767256,0.04521982867512905
ZH717997,-0.02610395740281875,85,-0.0009129186504619983,0.03497242339061662
ZH649453,-0.025956087009199318,97,-0.0014138307105885034,0.05447010214164468
ZH640573,-0.02595517849775217,98,-0.0009927800560655985,0.03824978726890965
ZH407756,-0.025931127344203334,110,-0.000946109294362734,0.03648546713007555
ZH432049,-0.02591698721647561,109,-0.0014401286810484203,0.0555669788706351
ZH009977,-0.025896568027080246,134,-0.0006626024026057846,0.025586494778493275
ZH127568,-0.025858719191551843,128,-0.000580472649979142,0.02244785001450439
ZH645150,-0.0257975284457156,97,-0.0014488251697417096,0.05616139440607255
ZH724778,-0.025796423660805857,84,-0.0009482891162286839,0.03676048775976182
ZH463189,-0.02566315755776843,108,-0.0006456945335976046,0.025160369769157576
ZH255894,-0.02563640492306674,118,-0.000687713471023969,0.02682565956840495
ZH652587,-0.02537381931110778,97,-0.0007599422886025563,0.029949858130733985
ZH384006,-0.025274740378507986,104,-0.00154435866200764,0.06110284967836359
ZH198003,-0.02510906972387141,122,-0.0004251963881988551,0.01693397616378504
ZH680590,-0.025099658800291233,93,-6.822926504377269e-07,2.7183343640902806e-05
ZH411004,-0.02507682097436216,110,-0.0013633718381218928,0.05436780999935223
ZH013472,-0.025011138270736418,134,-0.0013515481903320127,0.054037852084219365
ZH023466,-0.024996921791411438,133,-0.000526702633617461,0.021070699745055328
ZH806072,-0.024995991210136174,72,-0.0005949076911001307,0.023800124031844293
ZH963080,-0.02477877331493932,37,-0.002492813886870482,0.10060279640104478
ZH950068,-0.024730476246965404,40,-0.0007492979483215707,0.030298565253611506
ZH611787,-0.02467753614086338,100,-0.0008871278405872227,0.03594880119001156
ZH499363,-0.024369062991150242,106,-0.0010661511622411615,0.04375019107744685
ZH249094,-0.02432534433335368,118,-0.0022527785980383233,0.09261034775772639
ZH959474,-0.024322755427245258,38,-0.0010681807436370857,0.043916929840956985
ZH415909,-0.024299756491301186,110,-0.001006652712842374,0.04142645269728258
ZH466173,-0.024295150701130367,108,-0.0011553620798711538,0.04755525471251343
ZH691975,-0.024286735800213184,91,-0.001398278164283621,0.05757373801840209
ZH672547,-0.024242606791962207,95,-0.0007531447663473175,0.031066987672176718
ZH520098,-0.024076956231570332,106,-0.0009072025630019839,0.0376792877918861
ZH221043,-0.023967059661479106,118,-0.0013202903052831013,0.055087704705184544
ZH005937,-0.023893446085977214,135,-0.0005292176373228311,0.022149071147732968
ZH701090,-0.02381328308875286,88,-0.001007255038632783,0.04229803319763645
ZH138060,-0.023606505007374975,128,-0.0011079443311245566,0.04693385703552561
ZH639757,-0.023391986668844268,98,-0.0011968898970772812,0.05116666292698499
ZH183363,-0.023382946239419826,124,-0.0010395660700617702,0.044458301337118575
ZH362707,-0.023318714272735307,112,-0.0007576478039854993,0.03249097678045465
ZH922458,-0.023279801130258793,19,-0.0023313084217112616,0.10014296980746352
ZH939444,-0.023250238452726894,43,-0.0019549645978458163,0.0840836364676737
ZH250947,-0.023217638344711907,118,-0.001186467569938941,0.05110199204257883
ZH733553,-0.023022990098028488,83,-0.0010046020765225546,0.04363473520359899
ZH610559,-0.02296507391378904,100,-0.0014142723350374787,0.06158361781663153
ZH113781,-0.022956082033808497,128,-0.0019038687141113451,0.08293526357448229
ZH090058,-0.02291152857837839,130,-0.0007696189741504509,0.03359090474987951
ZH326838,-0.022887065667433145,114,-0.0006795560205829653,0.029691705807002196
ZH006820,-0.022844573779835724,135,-0.0003545802913446285,0.015521422932285422
ZH478732,-0.02283915762663041,107,-0.0008559615721435439,0.03747780833849557
ZH095819,-0.022788163214679653,129,-0.0010732623645324615,0.04709736166191265
ZH166747,-0.022696177721737605,126,-0.0009237630542238438,0.04070126104710115
ZH868678,-0.0226840350078086,59,-0.0017261199561772788,0.07609404392045291
