TradingDay,Bank,Iron,Computer,Market
2015-01-22,46.221999999997024,11.983000000000175,-228.57399999999961,-0.18518498679241802
2015-01-23,99.59599999999591,10.47700000000009,-192.58699999999953,-0.20014054383569047
2015-01-26,46.312999999996464,-19.218999999999824,-203.1409999999987,-0.2686520116366573
2015-01-27,14.145999999995183,-40.082999999999856,-173.8299999999981,-0.28498542075802114
2015-01-28,37.419999999994616,-44.625999999999294,-129.73399999999856,-0.25033167418128244
2015-01-29,46.24399999999514,-47.03199999999924,-77.36599999999817,-0.18663806060772536
2015-01-30,57.73099999999522,-49.429999999999154,-68.53199999999924,-0.1512160740032087
2015-02-02,137.0939999999946,-23.66799999999921,-21.86999999999898,-0.0542345182311923
2015-02-03,172.37599999999475,-4.4539999999997235,-20.82299999999941,-0.0010770108521107602
2015-02-04,174.29999999999382,1.1550000000004275,-33.22600000000057,0.023615710139676338
2015-02-05,157.1579999999958,11.06300000000033,-61.98400000000038,0.02256506288088289
2015-02-06,139.56199999999535,20.002000000000407,-93.71600000000035,0.031389625289612866
2015-02-09,88.42399999999543,18.400000000000546,-120.60800000000108,0.024718598220474064
2015-02-10,69.89799999999468,18.48600000000033,-119.46800000000167,0.03580126551905671
2015-02-11,39.229999999995016,26.174000000000433,-128.9930000000022,0.032001546859143915
2015-02-12,19.55699999999524,21.728000000000065,-115.03800000000228,0.02395198355565853
2015-02-13,-15.962000000004991,7.453000000000657,-117.36800000000221,-0.03080927747746287
2015-02-16,-23.048000000004322,-6.423999999999296,-167.38500000000295,-0.11979428316249674
2015-02-17,-28.353000000003703,-19.89199999999937,-213.30300000000352,-0.20785911815075053
2015-02-25,-19.392000000002554,-33.81199999999967,-207.908000000004,-0.2579958242044018
2015-02-26,-24.111000000002605,-44.925999999999476,-211.07700000000295,-0.2971149604494663
2015-02-27,-12.504000000003543,-45.76599999999962,-202.09100000000217,-0.2943090122755798
2015-03-02,-11.495000000004438,-49.35199999999986,-158.2840000000033,-0.26660824804261196
2015-03-03,1.6279999999951542,-48.83399999999983,-116.74900000000252,-0.23357767187569323
2015-03-04,5.544999999994616,-50.85799999999949,-134.75000000000273,-0.24568299285055772
2015-03-05,45.29599999999391,-45.997999999999365,-151.33300000000327,-0.2586203932868596
2015-03-06,74.02199999999357,-39.72599999999966,-128.58400000000347,-0.24349666624897104
2015-03-09,77.22299999999359,-23.891999999999598,-100.58200000000215,-0.21367782598878904
2015-03-10,58.06399999999303,-15.65499999999929,-104.29800000000341,-0.216944897469455
2015-03-11,36.00399999999354,-4.016999999999143,-70.07500000000255,-0.17432740217781095
2015-03-12,-45.760000000005675,-0.23999999999955435,-40.76800000000276,-0.11740754283518129
2015-03-13,-120.11600000000635,-4.0829999999994016,-86.45300000000407,-0.12802216549425438
2015-03-16,-144.7690000000057,-17.467999999999165,-162.1010000000042,-0.1718584938374601
2015-03-17,-181.93600000000606,-31.823999999999387,-208.5300000000043,-0.19315892823767378
2015-03-18,-219.30700000000706,-58.53899999999953,-285.6060000000043,-0.25919174521465926
2015-03-19,-187.35200000000623,-78.61399999999958,-367.8640000000032,-0.35755444087136823
2015-03-20,-160.5820000000067,-91.28299999999967,-412.05800000000454,-0.4187530399361865
2015-03-23,-154.31700000000728,-99.54899999999952,-441.4660000000049,-0.4558912637408259
2015-03-24,-123.66000000000804,-106.69100000000026,-509.75700000000415,-0.49192135284088856
2015-03-25,-57.8890000000074,-90.98199999999997,-547.5920000000006,-0.5033932325029493
2015-03-26,-35.29800000000705,-78.5640000000003,-525.4820000000018,-0.46715961978530096
2015-03-27,-5.647000000006301,-68.43100000000004,-480.00300000000334,-0.43326837776904803
2015-03-30,8.318999999993139,-55.08300000000054,-358.680000000003,-0.3673910589844098
2015-03-31,17.06699999999273,-29.528999999999996,-190.57200000000466,-0.29894585827956277
2015-04-01,-22.04000000000633,-24.32199999999966,-58.02400000000489,-0.2441455499245837
2015-04-02,-43.09400000000642,-22.47799999999961,-46.3440000000046,-0.2730184707721115
2015-04-03,-71.0160000000078,-27.624999999999545,-55.301000000003114,-0.31401101431247547
2015-04-07,-81.8910000000069,-37.11399999999958,-173.84200000000237,-0.4155688172915841
2015-04-08,-118.6410000000069,-57.38700000000017,-268.58500000000276,-0.4947225477277435
2015-04-09,-125.08200000000852,-66.24699999999984,-319.8490000000038,-0.5126502053631281
2015-04-10,-162.60600000000795,-73.40300000000025,-304.00800000000345,-0.48221532244638965
2015-04-13,-211.84300000000894,-72.42800000000034,-286.76100000000224,-0.44385127727958285
2015-04-14,-236.85400000000845,-67.50000000000091,-194.04800000000068,-0.3456503405372082
2015-04-15,-235.36500000000615,-51.54600000000073,-108.9310000000005,-0.23581996906545655
2015-04-16,-268.73600000000533,-42.41500000000087,-48.5,-0.20303679296510246
2015-04-17,-257.9610000000057,-33.93600000000106,41.97600000000057,-0.12965473694017682
2015-04-20,-186.76000000000477,-24.318000000000666,174.35300000000097,0.01619705149724915
2015-04-21,-157.86900000000514,-27.90800000000081,207.80599999999868,0.07076423063128878
2015-04-22,-132.56900000000314,-57.62300000000096,125.70000000000073,-0.013835051869506287
2015-04-23,-54.25100000000293,-93.80000000000109,51.76600000000144,-0.07225333531178357
2015-04-24,22.357999999997446,-116.27200000000084,-67.82399999999689,-0.164582179545123
2015-04-27,6.771999999997206,-144.73300000000108,-257.66499999999724,-0.36827445874329356
2015-04-28,2.3999999999987267,-139.39600000000064,-283.40999999999804,-0.40564335297092136
2015-04-29,17.00499999999829,-113.13700000000108,-237.80099999999766,-0.3363466849639032
2015-04-30,4.351999999998043,-60.65900000000147,-213.36799999999857,-0.25737498243953993
2015-05-04,-46.57300000000123,-34.53100000000131,-154.71199999999772,-0.1894289129794089
2015-05-05,-2.821000000000822,14.308999999998377,-40.96599999999853,-0.028570816424359435
2015-05-06,60.41899999999896,38.39599999999882,-102.30599999999868,-0.017355812754789923
2015-05-07,101.09299999999985,77.26699999999846,-116.5729999999985,0.04652922071540999
2015-05-08,127.22599999999875,85.65899999999874,-161.28599999999824,0.04374444690432355
2015-05-11,163.62199999999757,111.92199999999912,-302.03699999999844,-0.012774244497791187
2015-05-12,123.10699999999815,99.31899999999905,-529.3429999999989,-0.19862128500117748
2015-05-13,74.97199999999793,77.88099999999895,-649.9409999999989,-0.3699704370858079
2015-05-14,29.79399999999896,17.491999999998825,-780.237000000001,-0.6383269523128234
2015-05-15,12.868999999998778,-17.380000000001473,-795.9399999999987,-0.7742170988865453
2015-05-18,26.789999999999964,-44.44600000000128,-724.976999999999,-0.8234831285464068
2015-05-19,48.91600000000017,-55.16100000000097,-579.5479999999989,-0.7953324933329391
2015-05-20,54.604999999998654,-58.62300000000096,-501.9529999999995,-0.7644841644862908
2015-05-21,57.281999999998334,-43.72400000000107,-517.6879999999983,-0.7503644374587211
2015-05-22,13.112999999998465,-53.42500000000109,-572.9449999999997,-0.8342936348517398
2015-05-25,-78.82200000000194,-86.87700000000177,-555.1740000000009,-0.9260005282183315
2015-05-26,-130.69100000000253,-120.28000000000247,-597.0400000000009,-1.0531183974809224
2015-05-27,-163.9350000000013,-154.2930000000024,-590.4679999999989,-1.147637347982446
2015-05-28,-155.32200000000194,-158.33000000000266,-392.128999999999,-1.0060544076424307
2015-05-29,-94.41500000000087,-141.637000000002,-295.82900000000154,-0.8494590267293312
2015-06-01,-21.39100000000144,-117.00600000000259,-371.2850000000035,-0.778016613068317
2015-06-02,32.17099999999937,-88.6140000000023,-398.7400000000034,-0.680134159966773
2015-06-03,64.59999999999854,-46.766000000002805,-435.98800000000665,-0.5650893018747105
2015-06-04,-6.9190000000007785,-58.446000000002186,-645.1790000000074,-0.7237299894340126
2015-06-05,-94.0530000000017,-89.93800000000238,-707.9550000000072,-0.8665763479718969
2015-06-08,-187.07700000000114,-101.84600000000273,-530.494000000006,-0.7862511980544831
2015-06-09,-272.8030000000017,-109.200000000003,-288.64400000000387,-0.5996344884880571
2015-06-10,-331.40300000000116,-130.14900000000262,-83.87400000000343,-0.476409924085754
2015-06-11,-285.08800000000065,-131.64000000000306,115.38999999999578,-0.3250279649056509
2015-06-12,-254.41800000000057,-114.32200000000375,215.7679999999964,-0.18786094366502581
2015-06-15,-131.34700000000066,-114.94300000000294,171.05499999999665,-0.2041859916961073
2015-06-16,-12.536000000000058,-98.10000000000264,135.9389999999985,-0.22994108708563488
2015-06-17,75.80299999999988,-84.0100000000034,123.43199999999706,-0.21150508603380658
2015-06-18,145.8839999999982,-49.77200000000403,269.40399999999863,-0.00817850179583246
2015-06-19,262.47799999999916,11.474999999996271,529.368999999997,0.3706682998076012
2015-06-23,261.7349999999997,78.18599999999697,703.7059999999965,0.6963818599640916
2015-06-24,237.04700000000048,88.56799999999703,735.9619999999977,0.8106806442792909
2015-06-25,248.34100000000035,127.1069999999977,926.3749999999964,1.0444931357045988
2015-06-26,241.1040000000021,174.14999999999736,1035.677999999998,1.2427373132458008
2015-06-29,162.40100000000166,175.37699999999722,1077.0019999999968,1.266434370337116
2015-06-30,109.90700000000106,162.44399999999723,1137.5149999999976,1.2781069971828032
2015-07-01,111.68300000000181,215.38299999999708,1316.7109999999975,1.550955596427709
2015-07-02,70.14900000000216,258.30299999999716,1340.7209999999977,1.7252791672949037
2015-07-03,22.398000000001048,272.49899999999707,1283.8979999999974,1.7459538001805548
2015-07-06,-32.487999999999374,288.4429999999975,1159.3929999999982,1.7118892859459756
2015-07-07,-66.15399999999863,343.8299999999972,1228.1219999999976,1.8973693880662559
2015-07-08,-112.67299999999886,363.36499999999705,1222.3479999999981,1.883894235894969
2015-07-09,-160.12599999999748,327.3799999999974,1098.6539999999986,1.6901073112620377
2015-07-10,-238.71599999999853,252.64199999999755,915.5869999999995,1.4201954441604414
2015-07-13,-203.2729999999974,165.83399999999756,661.7569999999987,1.0849269220262094
2015-07-14,-119.40699999999742,47.06299999999737,148.39100000000053,0.473005879765827
2015-07-15,-111.1489999999958,-68.00300000000243,-331.1350000000002,-0.04499848237073323
2015-07-16,-37.64599999999518,-122.46200000000272,-629.1970000000001,-0.38341718353837884
2015-07-17,74.5280000000057,-124.69200000000274,-812.3730000000014,-0.6018492936670015
2015-07-20,99.7760000000062,-92.68100000000322,-843.0210000000006,-0.6661029257442372
2015-07-21,70.17700000000605,-64.89600000000337,-705.9970000000021,-0.6030132951278606
2015-07-22,114.6420000000071,-55.278000000002976,-653.3080000000009,-0.6530432487411719
2015-07-23,99.69900000000689,-69.9470000000033,-678.2330000000002,-0.7603626741947238
2015-07-24,93.36400000000594,-73.50900000000274,-615.3400000000001,-0.74886118355899
2015-07-27,145.73500000000786,-61.23300000000245,-451.9609999999975,-0.6140583264091077
2015-07-28,182.91900000000714,-26.996000000001914,-248.96299999999792,-0.40292520831877354
2015-07-29,193.7660000000069,12.751999999998134,-3.0389999999970314,-0.15637124518782386
2015-07-30,240.28500000000622,75.48999999999842,341.5630000000019,0.21693983604235356
2015-07-31,262.49300000000676,115.7339999999981,611.255000000001,0.49912271933929375
2015-08-03,178.21600000000672,103.86599999999771,718.8950000000004,0.5765751907338075
2015-08-04,119.79700000000685,59.26999999999816,622.7810000000009,0.44521442880014916
2015-08-05,80.47500000000673,45.208999999998014,623.4890000000005,0.43954230945495
2015-08-06,12.364000000005035,14.085999999997512,509.8129999999992,0.2989326547550881
2015-08-07,-44.31499999999414,-22.720000000002983,300.4439999999986,0.08293107396169752
2015-08-10,-35.947999999993954,-52.8270000000025,-3.014999999999418,-0.21198297887460882
2015-08-11,-21.99899999999343,-57.17900000000236,-117.36699999999928,-0.3134308127794796
2015-08-12,-21.455999999991946,-79.17600000000311,-287.98399999999947,-0.4761001518306678
2015-08-13,-10.53799999999228,-111.3580000000029,-458.55599999999777,-0.6441338800740581
2015-08-14,6.543000000007851,-126.4130000000032,-490.91499999999724,-0.7023819719986832
2015-08-17,42.35000000000855,-119.7660000000028,-342.1559999999972,-0.5710980989924188
2015-08-18,73.6890000000094,-89.38500000000295,-184.89999999999782,-0.3748613008815731
2015-08-19,95.36200000000827,-77.90200000000323,-100.20699999999852,-0.2563741967217652
2015-08-20,126.79900000000816,-36.21200000000272,75.08700000000135,0.00032678117691986586
2015-08-21,162.23800000000847,12.876999999997224,264.4790000000012,0.322605175762245
2015-08-24,219.01200000000972,93.31799999999748,470.28500000000076,0.7249406807356777
2015-08-25,281.812000000009,139.97699999999713,594.4840000000004,0.9783308769991006
2015-08-26,333.27100000001064,233.5519999999965,863.5890000000018,1.3735931456733006
2015-08-27,329.9250000000102,294.35399999999663,1044.5800000000027,1.585088967325797
2015-08-28,303.1150000000107,310.5149999999967,1038.1050000000023,1.5314175659073666
2015-08-31,171.48600000000988,271.1309999999962,926.8240000000023,1.2757297252944344
2015-09-01,-20.13399999999092,220.89599999999587,807.4840000000022,1.014297754470789
2015-09-02,-175.98399999999037,131.32799999999588,577.1150000000016,0.6649259669227376
2015-09-07,-212.28899999999066,62.837999999995645,385.0640000000021,0.4315338960970134
2015-09-08,-241.9259999999913,33.43399999999565,326.58400000000165,0.38121916108192266
2015-09-09,-196.78399999999147,13.497999999995955,221.40900000000147,0.2995947510986099
2015-09-10,-94.86099999999078,8.78699999999617,99.11600000000271,0.1835369988091884
2015-09-11,8.101000000009662,10.883999999996377,-35.17699999999695,0.026864575518789735
2015-09-14,-16.072999999991225,18.249999999996362,-95.30099999999675,-0.053909042720922784
2015-09-15,-17.983999999991283,34.34299999999644,-92.45499999999629,-0.039008339348884036
2015-09-16,-29.88099999999031,57.44299999999657,-29.317999999995664,0.0436431221728828
2015-09-17,-37.95999999999276,80.10899999999629,42.413000000004104,0.18335440449895657
2015-09-18,-60.92899999999281,105.91199999999617,152.475000000004,0.3659002549223178
2015-09-21,-13.344999999993888,103.17099999999641,96.31400000000394,0.3101168573229458
2015-09-22,8.705000000006294,66.51299999999651,-78.4039999999959,0.06539436463289405
2015-09-23,40.53500000000531,48.99799999999641,-191.55099999999584,-0.06504853615973616
2015-09-24,48.52000000000589,23.44899999999643,-277.2089999999962,-0.2328832398312919
2015-09-25,48.455000000005384,5.5869999999965785,-301.6549999999961,-0.33455997039408913
2015-09-28,33.51200000000608,5.239999999996371,-239.42499999999563,-0.284389094975106
2015-09-29,41.00800000000618,26.764999999996235,-122.55699999999615,-0.13495689312337333
2015-09-30,22.213000000006105,25.17699999999627,-43.849999999995816,-0.08145545052760994
2015-10-08,9.510000000006585,28.33099999999604,-2.0279999999957,-0.021842395877333942
2015-10-09,8.200000000005275,16.088999999996076,-73.8429999999953,-0.08973297108873446
2015-10-12,-10.3479999999945,-0.8380000000042855,-142.76499999999487,-0.19816142702663164
2015-10-13,-42.92399999999543,-28.407000000004018,-258.1729999999943,-0.3707859308481858
2015-10-14,-50.359999999995125,-45.80700000000434,-373.7319999999918,-0.5134086393175163
2015-10-15,-59.575999999996384,-56.417000000004236,-453.1859999999906,-0.616325363686153
2015-10-16,-70.69399999999678,-57.82400000000416,-485.26999999999225,-0.6526419938012484
2015-10-19,-54.40899999999692,-49.982000000004064,-470.9459999999899,-0.6097840921013198
2015-10-20,-40.57199999999648,-39.97700000000373,-441.8259999999891,-0.5407780857246856
2015-10-21,-57.6449999999968,-21.890000000003738,-363.72299999998813,-0.41583670493144
2015-10-22,-51.53899999999794,-9.082000000003973,-285.59999999998854,-0.3102089163899251
2015-10-23,-42.39999999999691,0.8589999999962856,-207.2699999999886,-0.2309017518465275
2015-10-26,-50.31399999999758,6.577999999996109,-186.46699999998782,-0.2128233687451413
2015-10-27,-51.20699999999579,17.05399999999645,-125.07999999998992,-0.16567883515410742
2015-10-28,-11.409999999995307,6.228999999996859,-158.82499999999163,-0.249987364641024
2015-10-29,1.145000000004984,2.363999999997077,-161.9409999999898,-0.28039980417586285
2015-10-30,8.298000000005231,6.541999999997415,-146.40099999998893,-0.23736621901098687
2015-11-02,26.587000000004082,13.771999999997206,-89.59599999998863,-0.14075836907500872
2015-11-03,43.28700000000481,17.758999999997513,-37.83799999999064,-0.051244086779444586
2015-11-04,19.50600000000395,24.233999999997422,-31.380999999991218,-0.014253133126931772
2015-11-05,-10.523999999996704,21.670999999997775,-50.78799999999046,-0.005170324413503735
2015-11-06,-41.737999999995736,7.672999999997728,-110.03299999998944,-0.08776239415778164
2015-11-09,-106.42499999999654,-17.212000000002035,-252.03099999998994,-0.28393293442954715
2015-11-10,-168.83999999999742,-43.355000000002065,-417.3829999999889,-0.5054375422908457
2015-11-11,-184.6989999999978,-56.706000000002405,-465.1289999999881,-0.5795487606358236
2015-11-12,-163.3179999999984,-60.843000000002576,-519.8689999999897,-0.6805992110231216
2015-11-13,-130.0699999999988,-50.901000000002796,-474.04699999998775,-0.6508293970781338
2015-11-16,-50.063999999999396,-34.34700000000248,-371.60699999998724,-0.5631822741807184
2015-11-17,19.05999999999949,-13.532000000002881,-233.05999999998858,-0.42995975286374133
2015-11-18,51.92499999999927,7.265999999996893,-79.46199999998862,-0.26323623493805925
2015-11-19,49.07799999999861,18.98999999999728,35.64000000001033,-0.12466429654244493
2015-11-20,30.78899999999885,15.306999999997515,24.706000000009226,-0.14561846623556463
2015-11-23,-5.561000000000604,15.248999999997523,56.87900000000809,-0.10143158733444224
2015-11-24,-27.33600000000024,11.814999999997099,14.695000000010623,-0.13229060616178856
2015-11-25,-40.09200000000055,-0.9040000000024975,-133.05199999999058,-0.3090541891644385
2015-11-26,-29.390000000002146,-7.853000000002794,-190.29499999998916,-0.3808136137267226
2015-11-27,10.830999999998312,5.190999999997075,-105.1799999999912,-0.24419936984968516
2015-11-30,39.8219999999983,15.025999999996884,-85.79099999999016,-0.19519660015768991
2015-12-01,60.89799999999832,26.742999999996982,10.698000000011234,-0.06461905189972228
2015-12-02,54.46099999999933,41.95499999999697,217.59900000001107,0.20255585570014034
2015-12-03,32.18299999999999,54.55599999999686,322.66500000000997,0.34648018198949515
2015-12-04,-17.509000000000924,44.7409999999968,274.8620000000119,0.24875022735442087
2015-12-07,-51.83900000000085,31.57599999999661,232.1500000000142,0.17612034184161374
2015-12-08,-85.64400000000114,20.728999999996404,148.4620000000141,0.08306732669366568
2015-12-09,-58.21700000000146,13.603999999996404,-4.877999999987878,-0.08635234709962347
2015-12-10,-18.736000000001695,11.700999999996839,-84.32399999998779,-0.14517059163072332
2015-12-11,13.399999999997817,16.900999999996657,-96.43299999998817,-0.08097697077870691
2015-12-14,32.50999999999931,22.083999999996877,-87.01399999998648,-0.012656261657614465
2015-12-15,56.235999999999876,21.14299999999662,-98.3979999999865,-0.013354751647494112
2015-12-16,49.12299999999959,16.093999999996413,-101.59599999998682,-0.02528935906150309
2015-12-17,27.559000000000196,-2.3520000000034997,-148.55299999998533,-0.1413480437911403
2015-12-18,3.342999999999847,-18.19300000000385,-197.9639999999854,-0.2879349338982884
2015-12-21,-25.050000000000182,-30.35500000000343,-241.5809999999874,-0.4121393029540279
2015-12-22,-59.8080000000009,-43.22500000000309,-253.44299999998475,-0.4787631685467275
2015-12-23,-98.25400000000081,-48.999000000003434,-224.11199999998462,-0.4781711756002629
2015-12-24,-122.8630000000012,-38.71500000000333,-146.90299999998388,-0.3760365642130381
2015-12-25,-126.8700000000008,-30.19100000000344,-86.77299999998286,-0.2769414762359581
2015-12-28,-81.8620000000019,-15.516000000002805,-29.19599999998536,-0.1518220572052691
2015-12-29,-44.99200000000201,4.220999999997275,37.17200000001503,-0.03322625078959973
2015-12-30,-7.550000000002001,13.9229999999975,26.07500000001528,-0.0026400345240489287
2015-12-31,27.381999999997788,16.745999999997593,23.940000000013242,0.015784640834390018
2016-01-04,85.03599999999915,35.52399999999761,128.33300000001327,0.2160479766106569
2016-01-05,82.69199999999819,40.78999999999746,255.90800000001218,0.374321630932382
2016-01-06,92.16399999999976,34.71399999999744,359.2310000000125,0.5098637083867139
2016-01-07,127.45099999999911,48.5509999999972,606.166000000012,0.8525735141131037
2016-01-08,151.52700000000004,50.48399999999765,797.9950000000117,1.1157857438058123
2016-01-11,139.30499999999938,34.494999999997844,870.8920000000116,1.1701658639445895
2016-01-12,151.6859999999997,32.32699999999795,856.8300000000099,1.1820655518601288
2016-01-13,171.33799999999974,52.36499999999796,912.3680000000104,1.3174509302030124
2016-01-14,141.38500000000022,37.0449999999978,749.2170000000106,1.0971440080785246
2016-01-15,137.0570000000007,53.66899999999782,618.5360000000092,0.9769108038417151
2016-01-18,122.15100000000075,62.92699999999763,426.3120000000081,0.7609302720576334
2016-01-19,97.77400000000216,56.27499999999759,267.8860000000068,0.5291576190836178
2016-01-20,68.09400000000096,39.046999999997524,29.883000000008906,0.15145826137303864
2016-01-21,74.50200000000132,52.33499999999776,-14.439999999992324,0.08543831530402635
2016-01-22,49.27600000000257,33.13699999999767,-110.76699999999255,-0.11267649769887988
2016-01-25,39.59200000000237,22.59899999999766,-92.48999999999432,-0.15705107274030716
2016-01-26,66.37900000000263,35.580999999998085,36.833000000007814,0.014208155113493603
2016-01-27,81.01100000000315,44.350999999998066,182.57200000000648,0.2357661334708947
2016-01-28,84.27700000000368,44.92499999999791,262.463000000007,0.3421424871412899
2016-01-29,95.57600000000275,56.73399999999788,358.97700000000896,0.5007292766085119
2016-02-01,118.80300000000261,77.25199999999768,440.5190000000084,0.6783458125529815
2016-02-02,86.57100000000173,70.0119999999979,333.2410000000091,0.5392139786494567
2016-02-03,69.62000000000171,66.62899999999763,220.70900000000893,0.37197603572179005
2016-02-04,40.34600000000228,48.652999999997974,44.67500000000928,0.10859042243264305
2016-02-05,25.55500000000211,36.024999999998045,-63.382999999991625,-0.06919888271577257
2016-02-15,-3.0629999999973734,12.789999999997917,-190.6829999999909,-0.2978503784194384
2016-02-16,-12.29099999999653,0.3529999999980191,-224.40699999999015,-0.3795846816890087
2016-02-17,-34.88499999999658,-16.664000000002034,-251.9439999999904,-0.4491310075846471
2016-02-18,-37.60299999999734,-19.91200000000208,-203.04399999999077,-0.3901205484083654
2016-02-19,-42.109999999996944,-27.437000000002172,-224.47799999999097,-0.41684643558607526
2016-02-22,-57.10699999999633,-38.59100000000217,-247.85399999999208,-0.4528101606033381
2016-02-23,-47.79699999999684,-43.5350000000019,-219.03199999999197,-0.41524367862762723
2016-02-24,-30.576999999996588,-43.965000000001965,-166.28799999999137,-0.3422108225714169
